id,name,org,zipcode
"7508","Spiritual Services","Iglesia Cristiana Northwest","78228"
"4818","Spiritual Services","Iglesia Cristiana Nuevo Pacto San Antonio","78214"
"10865","Spiritual Services","Iglesia Cristiana Roca De Salvacion","78218"
"6850","Spiritual Services","Iglesia Cristiana Tierra Prometida","78227"
"12064","Spiritual Services","Iglesia Cristiana Triunfante - I.C.T","78252"
"6436","Spiritual Services","Iglesia De Cristo","78221"
"6551","Spiritual Services","Iglesia de Dios Palm Heights","78225"
"1350","Immigration Legal Services","Iglesia Del Hogar Centro De Asistencia De Inmigracion","78226"
"4229","Spiritual Services","Iglesia del Nazareno El Arca Del Pacto","78213"
"9615","Spiritual Services","Iglesia Del Nazareno Sur Flores","78214"
"7005","Spiritual Services","Iglesia El Jordan","78224"
"6834","Spiritual Services","Iglesia Evangelica Cristiana Espiritual","78227"
"16108","IFC Men","Iglesia Familia Cristiana","78238"
"16109","Marriage Ministries","Iglesia Familia Cristiana","78238"
"13806","Spiritual Services","Iglesia La Mies Church","78250"
"15620","Spiritual Services","Iglesia Odres Nuevos","78207"
"6992","Spiritual Services","Iglesia Pentecostal Torre de Santidad","78221"
"6329","Spiritual Services","Iglesia Pentecostal Unida San Antonio","78221"
"6328","Spiritual Services","Iglesia Pentocostal La Grey","78221"
"8032","Spiritual Services","Iglesia San Antonio Casa De Alabanza","78230"
"6236","Spirtual Servcies","Ignite Community Church","78232"
"14708","Ignite Medical Resort in San Antonio","Ignite Medial Resorts","78240"
"3031","Food Pantry","Igniting the Harvest Christian Church","78237"
"12610","Spiritual Services","Igniting the Harvest Christian Church","78237"
"16152","Employment Network","Imagine Enterprises",
"2314","Street Medicine San Antonio","Imago Dei Par Vias",
"6030","Spiritual Services","Immaculate Conception Catholic Church","78207"
"9218","Spiritual Services","Immaculate Conception Mission Catholic Church","78154"
"3447","Spiritual Services","Immaculate Heart of Mary Catholic Church","78204"
"6049","Spiritual Services","Immaculate Heart of Mary Catholic Church - Pearsall","78061"
"20406","REBOOT First Responder Trauma Recovery","Immersion Outfitters","78254"
"8562","Direct Legal Services","Immigration Equality",
"8563","Immigration Detention Hotline","Immigration Equality",
"17518","ImmSchools Workshops","ImmSchools",
"1761","Professional Development for K-12 Educators and School Staff","ImmSchools",
"8330","Program Support & Sponsorship","ImmSchools",
"8029","Spiritual Services","Impact Church SA","78207"
"16468","English Classes","Impacto Community Center of United Methodist Church","78204"
"16470","Sunday Meeting","Impacto Community Center of United Methodist Church","78204"
"11096","Arbors on Rustleaf","Implicity Management Company","78242"
"11537","Broken Oak Townhomes","Implicity Management Company","78232"
"10996","Falcon Ridge South","Implicity Management Company","78148"
"11281","Glennwood Apartments","Implicity Management Company","78212"
"13321","The Annex","Implicity Management Company","78242"
"11221","The WerX Apartments","Implicity Management Company","78216"
"11709","Child and Teen Counseling","In-Home Counseling",
"11708","Depression and Anxiety Counseling","In-Home Counseling",
"11706","Family Counseling","In-Home Counseling",
"11707","Marriage and Couples Counseling","In-Home Counseling",
"17820","ABA Therapy","InBloom Autism Services","78216"
"17821","Autism Diagnostic Evaluations Services","InBloom Autism Services","78216"
"20009","Assisted Living Services","Independence Hill Retirement Community","78258"
"20007","Independence Village","Independence Hill Retirement Community","78258"
"20008","Independent Living Apartments and Cottages","Independence Hill Retirement Community","78258"
"17928","Transitioning Resources for Youth and Young Adults with Disabilities","Independent Futures That Work",
"18995","Pre-K at Ingram Elementary School","Ingram Independent School District","78025"
"2253","After School Program","Inman Christian Center","78207"
"2255","Housing","Inman Christian Center","78207"
"2282","Inman Christian Center Food Pantry - Westside","Inman Christian Center","78207"
"10642","Program Support & Sponsorship","Inman Christian Center","78207"
"8331","Volunteer Opportunities","Inman Christian Center","78207"
"8258","Couples & Family Therapy - Castle Hills","InMindOut Emotional Wellness Center, LLC","78216"
"8366","Couples & Family Therapy - New Braunfels Branch","InMindOut Emotional Wellness Center, LLC","78130"
"8368","Couples & Family Therapy - San Marcos Branch","InMindOut Emotional Wellness Center, LLC","78666"
"8367","Couples & Family Therapy - Schertz Branch","InMindOut Emotional Wellness Center, LLC","78154"
"8259","Group Therapy - Castle Hills","InMindOut Emotional Wellness Center, LLC","78216"
"8369","Group Therapy - New Braunfels Branch","InMindOut Emotional Wellness Center, LLC","78130"
"8371","Group Therapy - San Marcos Branch","InMindOut Emotional Wellness Center, LLC","78666"
"8370","Group Therapy - Schertz Branch","InMindOut Emotional Wellness Center, LLC","78154"
"8257","Individual Therapy - Castle Hills","InMindOut Emotional Wellness Center, LLC","78216"
"8372","Individual Therapy - New Braunfels Branch","InMindOut Emotional Wellness Center, LLC","78130"
"8374","Individual Therapy - San Marcos Branch","InMindOut Emotional Wellness Center, LLC","78666"
"8373","Individual Therapy - Schertz Branch","InMindOut Emotional Wellness Center, LLC","78154"
"8363","Neurofeedback - New Braunfels Branch","InMindOut Emotional Wellness Center, LLC","78130"
"8365","Neurofeedback - San Marcos Branch","InMindOut Emotional Wellness Center, LLC","78666"
"8364","Neurofeedback - Schertz Branch","InMindOut Emotional Wellness Center, LLC","78154"
"8260","Neurofeedback – Castle Hills","InMindOut Emotional Wellness Center, LLC","78216"
"8256","Psychological Testing - Castle Hills","InMindOut Emotional Wellness Center, LLC","78216"
"8378","Psychological Testing - New Braunfels Branch","InMindOut Emotional Wellness Center, LLC","78130"
"8380","Psychological Testing - San Marcos Branch","InMindOut Emotional Wellness Center, LLC","78666"
"8379","Psychological Testing - Schertz Branch","InMindOut Emotional Wellness Center, LLC","78154"
"19195","Additional On-Going Services","Inner City Development","78207"
"1904","After-School Reading Program","Inner City Development","78207"
"1917","Christmas Toy Sale","Inner City Development","78207"
"3757","Emergency Food Pantry","Inner City Development","78207"
"1914","Inner City Development Emergency Clothing Program","Inner City Development","78207"
"1913","Spring League Basketball","Inner City Development","78207"
"1916","Summer Program","Inner City Development","78207"
"8332","Volunteer Opportunities","Inner City Development","78207"
"14875","Sober Living-Women","Inner Glow Sober Living","78270"
"12872","Alpha-Stim Therapy","Innova Recovery Center","78231"
"12851","Alumni Support","Innova Recovery Center",
"12849","Group Therapy","Innova Recovery Center",
"12852","In-Person Therapy","Innova Recovery Center","78231"
"12854","Innova Joy’s Therapy Programs","Innova Recovery Center","78231"
"12866","Marriage & Family Therapy","Innova Recovery Center","78231"
"12878","Media Library on Trauma & Recovery","Innova Recovery Center","78231"
"12847","Men's Program","Innova Recovery Center",
"12875","Music Therapy","Innova Recovery Center","78231"
"12850","Sexual Abuse Treatment","Innova Recovery Center","78231"
"12864","Teen Day Treatment","Innova Recovery Center","78231"
"18463","Teen Day Treatment Center - Summer Program - New Braunfels","Innova Recovery Center","78130"
"12853","Teen Intensive Outpatient Program","Innova Recovery Center","78231"
"12862","Teen Partial Hospitalization","Innova Recovery Center","78231"
"12846","Teen Therapy Programs","Innova Recovery Center","78231"
"14532","Therapy Programs for Men","Innova Recovery Center","78213"
"12865","Transitional Living for Women","Innova Recovery Center","78231"
"12871","Vibroacoustic Therapy","Innova Recovery Center","78231"
"12844","Women's Intensive Outpatient Program (IOP)","Innova Recovery Center","78231"
"12843","Women's Residential Treatment","Innova Recovery Center","78231"
"13973","Early Head Start at Karnes City Head Start","Innovative Network of Knowledge (INK)","78118"
"13966","Early Head Start at Poteet Head Start","Innovative Network of Knowledge (INK)","78065"
"14043","Early Head Start at Stockdale Head Start Center","Innovative Network of Knowledge (INK)","78160"
"19109","Head Start and Early Head Start at Fredericksburg Primary School","Innovative Network of Knowledge (INK)","78624"
"4738","Head Start at Comfort Elementary School","Innovative Network of Knowledge (INK)","78006"
"4733","Head Start at Floresville Elementary School","Innovative Network of Knowledge (INK)","78114"
"19110","Head Start at Fredericksburg Primary School","Innovative Network of Knowledge (INK)","78624"
"4728","Head Start at Karnes City Head Start","Innovative Network of Knowledge (INK)","78118"
"4737","Head Start at Kendal County Boerne EHS Center","Innovative Network of Knowledge (INK)","78006"
"4723","Head Start at Poteet Head Start","Innovative Network of Knowledge (INK)","78065"
"14044","Head Start at Stockdale Head Start Center","Innovative Network of Knowledge (INK)","78160"
"19012","Johnson City Early Head Start Center","Innovative Network of Knowledge (INK)","78636"
"12580","College Links","INROADS, Inc",
"17417","Financial Services Institute","INROADS, Inc",
"17416","Internships Program","INROADS, Inc",
"13233","Personalized Medication Management","Insight Mental Wellness","78217"
"13235","Psychological Evaluations","Insight Mental Wellness","78217"
"13236","Psychotherapy for Individual, Couples, and Family","Insight Mental Wellness","78217"
"13761","Spiritual Services","Inspirational Church","78220"
"17156","Community Grants","Inspired Access Foundation",
"17155","Support Opportunities","Inspired Access Foundation",
"17154","Universal Changing Places Map USA","Inspired Access Foundation",
"13535","Functional Medicine","Institute for Functional Health","78212"
"13536","Patient Services","Institute for Functional Health","78212"
"13534","Primary Care","Institute for Functional Health","78212"
"14835","The Landing at Stone Oak Memory Care","Integrated Senior Lifestyles Communities","78258"
"19783","The Landing at Stone Oak Respite Care","Integrated Senior Lifestyles Communities","78258"
"8801","Advocate with IWC","Interfaith Welcome Coalition (IWC)","78212"
"8802","Donate to IWC","Interfaith Welcome Coalition (IWC)","78212"
"8800","Volunteer with IWC","Interfaith Welcome Coalition (IWC)","78212"
"14590","Lofts on Main","Internacional Realty Management","78212"
"14220","The Republic At Alamo Heights","Internacional Realty Management","78209"
"16371","Individual Counseling","Internal Insights Therapy LLC","78228"
"16811","Free Tax Return Preparation for Qualifying Taxpayers","Internal Revenue Service (IRS)",
"17961","Identity Theft Central","Internal Revenue Service (IRS)",
"20021","Taxpayer Advocate Service (TAS)","Internal Revenue Service (IRS)",
"14752","Volunteer Income Tax Assistance (VITA) at Seguin High School","Internal Revenue Service (IRS)","78155"
"14738","Volunteer Income Tax Assistance (VITA) at Texas Lutheran University","Internal Revenue Service (IRS)","78155"
"2430","Children's Ministry","International Bible Church","78228"
"2428","His Provision Food Pantry","International Bible Church","78228"
"18033","Men's Ministry","International Bible Church","78228"
"6235","Spiritual Services","International Bible Church","78228"
"2431","Women's Ministry","International Bible Church","78228"
"2429","Youth / Young Adult Ministry","International Bible Church","78228"
"17998","Webinar Series","International Dyslexia Association",
"17999","Youth Workforce Program","International Dyslexia Association",
"15323","Low Cost Treatment Options for OCD","International OCD Foundation",
"14578","Understanding Hoarding Disorder (HD)","International OCD Foundation",
"15981","Counseling Services, Individuals & Families","Into the Roots Therapy","78229"
"17476","Counseling Services, Individuals & Families - Castle Hills Location","Into the Roots Therapy","78213"
"12556","Culebra Creek Ward","Iron Horse Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78023"
"13118","Disaster Response","Iron Horse Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78023"
"7565","Helotes Ward","Iron Horse Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78023"
"12555","Sonoma Ranch Ward","Iron Horse Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78023-3535"
"12557","Wildhorse Ward","Iron Horse Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78023-3535"
"6578","Iron Sharpens Iron Church","Iron Sharpens Iron Church, Inc","78201"
"6577","Men's Recovery Residence","Iron Sharpens Iron Church, Inc","78201"
"17866","Counseling","Islamic Center of San Antonio","78229"
"7549","Educational Programs","Islamic Center of San Antonio","78229"
"7552","Funeral Services","Islamic Center of San Antonio","78229"
"7550","Marriage Services","Islamic Center of San Antonio","78229"
"7548","Spiritual Services","Islamic Center of San Antonio","78229"
"7590","Spiritual Services","Islamic Education Center of San Antonio","78240"
"6841","Spiritual Services","Israelite Baptist Church","78202"
"15600","Brothers Supporting Brothers","Its Already Done Ministries","78223"
"15603","Mentorship Program","Its Already Done Ministries","78223"
"15602","Sisters Supporting Sisters","Its Already Done Ministries","78223"
"15604","Volunteer Groups","Its Already Done Ministries","78223"
"15601","YAM (Youth Adult) Ministry","Its Already Done Ministries","78223"
"18992","Wheelchair-Friendly Apparel","IZ Adaptive",
"17624","Foster Teens","J-Jireh Ministries Inc","78328"
"17739","Project Feed 5000","Jacob's Chapel United Methodist Church","78203"
"4617","Spiritual Services","Jacob's Chapel United Methodist Church","78203"
"3414","Veteran Outreach","Jacqueline Smith Foundation","78205"
"3415","Volunteer Opportunities","Jacqueline Smith Foundation","78217"
"15737","1400 Clamp Ave","Jacques Investment Resources LLC","78221"
"15761","1728 Hays St","Jacques Investment Resources LLC","78202"
"15764","201 E Dullnig Court","Jacques Investment Resources LLC","78221"
"15736","204 E Dullnig Court","Jacques Investment Resources LLC","78221"
"15743","267 N San Joaquin","Jacques Investment Resources LLC","78237"
"15744","817 Cresthill Rd","Jacques Investment Resources LLC","78220"
"13541","Get Involved","Jaidens Journey Foundation","78023"
"17279","Our Services","Jaidens Journey Foundation","78023"
"16068","Counseling Services","James Arnold, LPC",
"19615","Horse Rides","Jamies Ranch For Special Kids","78113"
"17258","Teen Reproductive Rights Programs","Janes Due Process",
"14720","Jeff Davis County Library Books, Audiobooks, and DVD Collection","Jeff Davis County Library","79734"
"13634","Library of Things","Jeff Davis County Library","79734"
"13421","Community Education Workshops","Jesse C. Fletcher Seminary","78210"
"6940","Spiritual Services","Jesus Christ Lives Church","78227"
"7103","Spiritual Services","Jesus Church","78238"
"13763","Spiritual Services","Jesus Is Lord Church","78244"
"7034","Spiritual Services","Jesus is the Christ Ministries/Jesus Es El Cristo Ministries","78210"
"15316","Group Therapy","Jewish Family Service","78231"
"7022","Mental Health Services","Jewish Family Service","78231"
"7023","Senior Care","Jewish Family Service","78231"
"16731","Social Services","Jewish Family Service","78231"
"16732","South Office","Jewish Family Service","78210"
"17371","Ways to Support","Jewish Family Service","78231"
"13316","Holocaust Memorial Museum of San Antonio","Jewish Federation of San Antonio","78231"
"13865","Ways to Give","Jewish Federation of San Antonio","78231"
"18810","Estate Planning Counseling Services","JH Legacy Counseling, PLLC","78624"
"11195","Precidio Flats  Apartments","JMB Group, LLC","78216"
"16621","JAN Training Events and Resources","Job Accommodation Network (JAN)",
"18991","Adaptive Clothing","Joe and Bella",
"8213","Counseling Services","Johanna Becho Psychotherapy, PLLC","78258"
"18881","Johnson City Christian Food Pantry","Johnson City Christian Food Pantry","78636"
"18882","Volunteer and Support Opportunities","Johnson City Christian Food Pantry","78636"
"17801","JBSA Keith Campbell Memorial Library","Joint Base San Antonio Libraries","78234"
"17803","JBSA Lackland Library","Joint Base San Antonio Libraries","78236"
"17804","JBSA Randolph Library","Joint Base San Antonio Libraries","78150"
"12658","Deerfield Ward","Jones Maltsberger Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78247"
"13119","Disaster Response","Jones Maltsberger Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78247"
"7573","Encino Park Ward","Jones Maltsberger Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78247"
"7566","San Pedro Ward","Jones Maltsberger Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78247"
"12659","Sonterra Ward","Jones Maltsberger Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78247"
"14919","Home Health Aid Services","JonSan Home Health","78233"
"14920","Provider / Caregiver Services","JonSan Home Health","78233"
"14907","Rehabilitive Services","JonSan Home Health","78233"
"14921","Respite Services - Skilled and Unskilled","JonSan Home Health","78233"
"14906","Skilled Nursing Services","JonSan Home Health","78233"
"12093","Fellowship Meal","Joshua House of Worship Baptist Church","78237"
"18194","Kids Ministry","Joshua House of Worship Baptist Church","78237"
"6843","Spiritual Services","Joshua House of Worship Baptist Church","78237"
"4722","Preschool at Jourdanton Elementary School","Jourdanton Independent School District","78064"
"8785","Spiritual Services","Jourdanton United Methodist Church","78026"
"6470","Spiritual Care","Journey Church San Antonio","78249"
"10436","Spiritual Services","Journey Fellowship","78154"
"2395","JTC Coffee Shop","Journey to the Cross Church","78210"
"2393","Richard's Closet","Journey to the Cross Church","78210"
"2398","Spiritual Services","Journey to the Cross Church","78210"
"2394","Volunteer with JTC Food Pantry","Journey to the Cross Church","78210"
"14956","Hospice Care","Journey's Hospice of Texas","78217"
"14957","Hospice Services","Journey's Hospice of Texas","78217"
"10644","Abstinence Education","JOVEN","78214"
"2214","Cope Services","JOVEN","78214"
"2203","Free After School Tutoring","JOVEN","78214"
"2218","Intervention Services","JOVEN","78214"
"2216","Leaders of America","JOVEN","78214"
"2215","Prevention Services","JOVEN","78214"
"2852","Victim Services","JOVEN","78214"
"17533","Volunteer and Support Opportunities","JOVEN","78214"
"17501","Infant Dental Exams","Joyful Smiles Pediatric Dentistry and Braces","78251"
"17499","Preventive Care","Joyful Smiles Pediatric Dentistry and Braces","78251"
"17500","Restorative Dentistry","Joyful Smiles Pediatric Dentistry and Braces","78251"
"17502","Sedation Dentistry","Joyful Smiles Pediatric Dentistry and Braces","78251"
"17498","Special Needs Dentistry","Joyful Smiles Pediatric Dentistry and Braces","78251"
"4660","Spiritual Services","Jubilee Outreach Church","78222"
"13120","Disaster Response","Judson Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78247"
"7522","Eden Ward","Judson Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78247"
"7521","High Country Ward","Judson Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78247"
"18990","Pre-K at Junction Elementary School","Junction Independent School District","76849"
"19071","Coach Pitch Baseball","Junction Youth Baseball and Softball Association","76849"
"19062","Junior Softball","Junction Youth Baseball and Softball Association","76849"
"19059","Major League Baseball","Junction Youth Baseball and Softball Association","76849"
"19061","Minor League Baseball","Junction Youth Baseball and Softball Association","76849"
"19056","T-Ball Program","Junction Youth Baseball and Softball Association","76849"
"19064","Team Sponsorship Opportunities","Junction Youth Baseball and Softball Association","76849"
"19072","Umpire Developmental Program","Junction Youth Baseball and Softball Association","76849"
"19067","Volunteer Coaching Training","Junction Youth Baseball and Softball Association","76849"
"19614","Sage Park Guadalupe Assisted Living","Juniper Community","78028"
"19703","Sage Park Guadalupe Independent Living","Juniper Community","78028"
"14537","Sage Park San Antonio (Formerly known as Juniper Village at Lincoln Heights)","Juniper Community","78209"
"12199","Immigration Legal Services","Justice for All Immigrants - South Texas","78207"
"18734","Emergency Shelter","K Star Inc.","78654"
"18739","Halo's Kloset","K Star Inc.","78028"
"18735","Mental Health Counseling","K Star Inc.","78654"
"18737","Parenting Program","K Star Inc.","78654"
"18741","Volunteer and Support","K Star Inc.","78028"
"10281","Counseling Services - Bandera County","K'STAR Youth & Family Services","78003"
"10282","Counseling Services - Blanco & Llano Counties","K'STAR Youth & Family Services","78606"
"10284","Counseling Services - Burnet County","K'STAR Youth & Family Services","78654"
"10285","Counseling Services - Gillespie, Kimble, Menard, Mason Counties","K'STAR Youth & Family Services","78624"
"10286","Counseling Services - Kendall County","K'STAR Youth & Family Services","78006"
"10280","Counseling Services - Kerr County","K'STAR Youth & Family Services","78028"
"10283","Counseling Services - Medina County","K'STAR Youth & Family Services","78861"
"10279","Counseling Services - Uvalde & Real Counties","K'STAR Youth & Family Services","78801"
"10287","Crisis Hotline","K'STAR Youth & Family Services",
"10278","Emergency Children's Shelter","K'STAR Youth & Family Services","78029"
"10288","Parenting Classes","K'STAR Youth & Family Services","78029"
"16149","Kaduceus Adult Career Education","Kaduceus","78205"
"11287","Diamond Ridge Apartment Homes","Kairoi Property Management","78229"
"13954","Magnolia Heights","Kairoi Property Management","78209"
"17530","Kairos Inside","Kairos of Texas","78209"
"65","Kairos Outside","Kairos of Texas","78209"
"17531","Kairos Torch","Kairos of Texas","78209"
"8334","Volunteer and Support Opportunities","Kairos of Texas","78209"
"15512","Elite Edge Training","Kaizen Edge Foundation","78203"
"19428","Health and Life Insurance Selection","Kantuta Insurance Agency","78229"
"16144","Educator / Teacher","Karen C. Truesdell-Bierman, PhD","78163"
"12679","Child Therapy","Kathleen Geiger M.Ed. LPC","76712"
"12675","Circle of Security Parenting Program","Kathleen Geiger M.Ed. LPC","76712"
"12681","Individual Therapy","Kathleen Geiger M.Ed. LPC","76712"
"12677","Marriage/Couples Therapy","Kathleen Geiger M.Ed. LPC","76712"
"12676","Therapist Training","Kathleen Geiger M.Ed. LPC","76712"
"7156","Pet Adoptions & Fosters","Katie's Roadside Rescue (KRR)","78245"
"16960","Adopt-A-Spot Litter Control","Keep San Antonio Beautiful","78265"
"16966","Beautification","Keep San Antonio Beautiful","78265"
"16962","Graffiti Wipe-Out","Keep San Antonio Beautiful","78265"
"16967","Lend-A-Bin Recycling Program","Keep San Antonio Beautiful","78265"
"16961","Litter Prevention","Keep San Antonio Beautiful","78265"
"18947","Daycare Program","Kelly Banik Home Daycare","78010"
"12736","General Adult Psychiatry","Kelly G Cowan, MD","78249"
"12735","Specialized Psychiatry","Kelly G Cowan, MD","78249"
"19005","Daycare Program","Kelly Jill Wilson Daycare","78028"
"12181","Kendall County Indigent Health Care Program (CIHCP)","Kendall County","78006"
"12188","Victim Services","Kendall County","78006"
"12189","Children Services","Kendall County Child Services Board (KCCSB)","78006"
"12103","Directory of Non-Profit and Community Based Organizations","Kendall County Giving Connections",
"11800","Counseling Services","Kendall County Women's Shelter","78006"
"9204","Emergency Shelter","Kendall County Women's Shelter","78006"
"9205","Fabulous Finds Thrift Store","Kendall County Women's Shelter","78006"
"9206","Fabulous Finds Too Thrift Store","Kendall County Women's Shelter","78013"
"11799","KCWS Domestic Violence Hotline","Kendall County Women's Shelter",
"9207","Volunteer Opportunities","Kendall County Women's Shelter","78006"
"18879","Programs","Kendra Jung Daycare","78624"
"18788","Kerr County Indigent Health Care Program (CIHCP)","Kerr County","78028"
"13230","Resources","Kerr County Crime Victims Assistance Program","78028"
"19156","Homeownership","Kerr County Habitat for Humanity","78029"
"19160","Restore","Kerr County Habitat for Humanity","78028"
"19158","Volunteer and Support","Kerr County Habitat for Humanity","78029"
"18862","Kerr County YMCA - Starkey Elementary","Kerr County YMCA","78028"
"18903","Kerr County YMCA - Tally Elementary","Kerr County YMCA","78028"
"18861","Kerr County YMCA-Tom F. Daniels Elementary School","Kerr County YMCA","78028"
"18860","Youth Sports","Kerr County YMCA","78028"
"18722","Door-to-Door Rides","Kerr Konnect","78028"
"18635","Kerr County Disaster Information and Resources","Kerr Together",
"18845","Children's Ark","Kerrville First United Methodist Church","78028"
"19027","Kerrville County Disaster Relief","Kerrville First United Methodist Church",
"18423","Counseling, Guidance and Mental Health Services","Kerrville Independent School District","78028"
"19013","Head Start at Kerrville ISD Early Childhood Center","Kerrville Independent School District","78028"
"18855","Tom Daniels Elementary School","Kerrville Independent School District","78028"
"19014","Little League Official Program","Kerrville Little League","78029"
"13133","Disaster Response","Kerrville Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78028"
"12657","Kerrville Ward","Kerrville Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78028"
"5670","Kick-Start Your Life with Dr Keely","Kick-Start Your Life","78218"
"7037","After School Program for IDEA Students","Kid Nation, Inc.","78233"
"17205","Support","Kids Feeding Kids","78130"
"17527","Special Needs Services","Kids Smile Pediatric Dentistry","78209"
"17526","Pediatric Dental Emergencies","Kids World Pediatric Dentistry","78258"
"17524","Special Needs Dentistry","Kids World Pediatric Dentistry","78258"
"13215","Crisis Intervention & Advocacy","Kids' Advocacy Place","78028"
"13218","Protection Orders","Kids' Advocacy Place","78028"
"13217","Safety Planning","Kids' Advocacy Place","78028"
"13214","Shelter","Kids' Advocacy Place","78028"
"13216","Trauma Informed Therapy","Kids' Advocacy Place","78028"
"16804","Volunteer & Support Opportunities","Kids' Advocacy Place","78028"
"18782","Kimble County Indigent Health Care Program (CIHCP)","Kimble County","76849"
"18765","Services","Kimble Hospital","76849"
"16348","Tejon Crossing Apartments","Kimeaux Investments","78221"
"10645","Art for All","Kinetic Kids Inc","78247"
"10646","Dance","Kinetic Kids Inc","78247"
"10647","Drumming Around","Kinetic Kids Inc","78249"
"10648","Music","Kinetic Kids Inc","78247"
"10649","Musical Theatre","Kinetic Kids Inc","78247"
"10650","Robotics","Kinetic Kids Inc","78269"
"7143","San Antonio Xtreme Adaptive Youth Sports","Kinetic Kids Inc","78247"
"7144","Stay Strong Virtual Programs","Kinetic Kids Inc",
"10651","Volunteer Opportunities","Kinetic Kids Inc","78247"
"2501","Food Pantry","King of Kings Lutheran Church","78233"
"18176","King of Kings Early Childhood Development Center","King of Kings Lutheran Church","78233"
"6240","Spiritual Services","King of Kings Lutheran Church","78233"
"6846","Spiritual Services","King Solomon Baptist Church","78203"
"2527","Elder Services","King's Compassion","78207"
"2528","Volunteer with King's Compassion","King's Compassion","78249"
"6185","Balcones Heights Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Benrus Blvd","78228"
"6228","Summit Spanish Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Benrus Blvd","78228"
"6187","West Park Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Benrus Blvd","78228"
"6186","Woodlawn Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Benrus Blvd","78228"
"18150","Woodlawn Lake Spanish Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Benrus Blvd","78228"
"6226","Broadview Spanish Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Broadview Dr","78228"
"6224","Ingram Hill Spanish Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Broadview Dr","78228"
"6225","Woodlawn Lake Spanish Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Broadview Dr","78228"
"6233","Sign Language Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Delgado St","78207"
"6231","Central Russian Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Devine St","78209"
"6232","Central Swahili Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Devine St","78210"
"18149","Roosevelt Spanish Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Devine St","78210"
"18154","Dellcrest Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Foster Meadows Dr","78222"
"6205","Highland Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Foster Meadows Dr","78222"
"6206","Houston Terrace Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Foster Meadows Dr","78222"
"18156","Los Lomas Spanish Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Foster Meadows Dr","78222"
"6194","Alamo Parkway Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Galm Rd","78254"
"6195","Helotes Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Galm Rd","78254"
"10054","Helotes Ranch Spanish Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Galm Rd","78254"
"6221","Buena Vista Spanish Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Groff Ave","78237"
"6181","Loma Terrace Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Groff Ave","78237"
"6220","Memorial Heights Spanish Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Groff Ave","78237"
"6219","Westwood Spanish Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Groff Ave","78237"
"10057","Cool Crest Spanish Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Grosenbacher Rd","78245"
"6196","Medina Valley Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Grosenbacher Rd","78245"
"6197","Potranco Creek Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Grosenbacher Rd","78245"
"6204","Huebner Oaks Congregation of Jehovah's Witnesses","Kingdom Hall of Jehovah's Witnesses - Huebner Rd","78231"
