OBJECTID,CASEID,mode_aspect,avg_elevation,avg_roughness,avg_slope,sidewalk_ratio
16313,1015989937,240,324.756,0.975,1.774,1.792
16314,1015989961,190,264.101,0.773,1.697,2.055
16315,1015989993,210,192.483,0.397,0.758,0.072
16316,1015990044,50,202.458,0.536,0.643,1.755
16317,1015990163,230,217.28,0.934,2.002,2.091
16318,1015990222,180,218.323,0.524,1.08,1.932
16319,1015990278,95,230.867,0.47,1.005,2.017
16320,1015990297,95,230.867,0.47,1.005,2.017
16321,1015990350,190,230.24,0.766,1.458,1.973
16322,1015990363,190,233.929,0.71,1.579,1.957
16323,1015990425,195,286.674,0.646,1.312,0.919
16324,1015990433,115,277.324,1.17,2.117,1.869
16325,1015990471,170,298.901,1.14,2.527,1.692
16326,1015990511,280,198.506,1.234,2.352,1.305
16327,1015990614,175,210.452,1.085,2.251,2.079
16328,1015990772,315,209.356,0.169,0.198,1.145
16329,1015990935,205,305.664,0.971,2.048,0.836
16330,1015991014,180,206.787,0.568,0.963,2.13
16331,1015991028,120,285.281,1.003,1.999,1.927
16332,1015991032,160,243.356,0.646,1.238,1.759
16333,1015991139,250,306.139,0.805,1.687,0.95
16334,1015991161,240,224.319,0.451,0.819,2.083
16335,1015991170,120,245.226,0.96,1.941,2.717
16336,1015991241,175,214.993,1.077,2.332,2.085
16337,1015991260,205,180.402,0.73,1.277,0.988
16338,1015991261,305,183.401,0.645,1.214,0.859
16339,1015991345,160,307.66,0.813,1.492,1.934
16340,1015991419,190,230.24,0.766,1.458,1.973
16341,1015991447,65,234.824,0.258,0.522,1.022
16342,1015991524,110,194.463,0.547,0.961,2.075
16343,1015991605,220,197.677,0.499,0.915,1.812
16344,1015991664,230,271.885,0.696,1.357,1.418
16345,1015991731,150,191.698,0.266,0.479,2.03
16346,1015991744,135,216.559,0.406,0.526,2.034
16347,1015991755,170,191.579,1.065,2.306,1.767
16348,1015992004,155,314.217,1.213,2.453,0.962
16349,1015992017,250,195.567,0.48,0.854,2.069
16350,1015992036,350,252.945,1.105,1.921,2.056
16351,1015992051,205,305.664,0.971,2.048,0.836
16352,1015992236,180,241.668,0.673,1.48,1.935
16353,1015992332,185,211.274,1.57,3.6,2.028
16354,1015992412,35,224.838,0.614,1.18,1.842
16355,1015992494,205,305.664,0.971,2.048,0.836
16356,1015992519,70,291.031,1.227,2.511,2.023
16357,1015992580,170,295.37,1.009,2.225,1.34
16358,1015992586,155,191.618,0.388,0.374,2.099
16359,1015992599,250,306.139,0.805,1.687,0.95
16360,1015992616,90,197.666,0.571,1.156,2.104
16361,1015992684,230,217.28,0.934,2.002,2.091
16362,1015992737,155,267.748,0.682,1.15,2.07
16363,1015992774,80,238.523,0.862,1.904,1.902
16364,1015992811,330,220.997,0.843,1.679,1.943
16365,1015992853,205,305.664,0.971,2.048,0.836
16366,1015992883,20,215.352,2.405,4.847,1.804
16367,1015992976,115,263.787,1.04,2.075,2.006
16368,1015993066,250,306.139,0.805,1.687,0.95
16369,1015993267,165,202.831,0.346,0.644,2.088
16370,1015993326,205,189.619,0.566,1.047,1.554
16371,1015993420,285,224.338,1.139,2.332,2.001
16372,1015993430,200,257.991,1.068,2.05,2.056
16373,1015993501,200,313.454,1.099,2.007,1.993
16374,1015993523,165,272.108,0.624,1.269,1.574
16375,1015993686,135,215.937,1.009,2.192,2.069
16376,1015993687,120,245.226,0.96,1.941,2.717
16377,1015993741,220,188.322,0.298,0.477,0
16378,1015993914,265,282.491,0.557,1.118,1.9
16379,1015993916,15,235.109,0.702,1.459,1.954
16380,1015993957,40,255.976,2.11,4.123,1.025
16381,1015993971,45,235.099,0.599,1.029,1.303
16382,1015993974,105,196.573,0.378,0.668,0.789
16383,1015993978,250,306.139,0.805,1.687,0.95
16384,1015994019,35,282.697,1.598,3.205,1.402
16385,1015994058,245,242.799,0.556,1.056,1.12
16386,1015994104,5,187.848,0.388,0.382,2.037
16387,1015994147,20,276.221,1.546,3.17,1.897
16388,1015994350,250,306.139,0.805,1.687,0.95
16389,1015994351,250,306.139,0.805,1.687,0.95
16390,1015994367,175,299.091,0.959,2.146,1.871
16391,1015994424,115,257.979,0.976,2.018,2.072
16392,1015994464,170,298.901,1.14,2.527,1.692
16393,1015994482,185,258.952,1.401,3.303,1.471
16394,1015994626,5,302.544,0.929,1.517,1.775
16395,1015994644,185,233.269,0.794,1.507,1.448
16396,1015994771,125,200.222,0.487,0.883,1.408
16396,1015994771,110,199.688,0.436,0.852,1.251
16397,1015994869,195,194.172,0.401,0.755,2.114
16398,1015994873,230,217.28,0.934,2.002,2.091
16399,1015994965,175,209.667,0.643,1.282,2.132
16400,1015995074,135,235.359,0.783,1.459,1.823
16401,1015995095,125,294.723,0.889,1.711,1.807
16402,1015995101,145,222.632,0.748,1.453,2.027
16403,1015995105,145,222.632,0.748,1.453,2.027
16404,1015995107,155,314.217,1.213,2.453,0.962
16405,1015995148,220,228.173,0.67,1.14,1.968
16406,1015995165,145,176.969,1.424,2.911,1.873
16407,1015995192,180,250.072,0.352,0.545,2.02
16408,1015995306,75,313.368,1.312,2.621,0.899
16409,1015995324,200,250.51,0.239,0.472,0.178
16410,1015995331,175,210.452,1.085,2.251,2.079
16411,1015995539,310,229.18,0.606,1.161,2.086
16412,1015995570,180,208.035,0.326,0.542,1.915
16413,1015995576,230,217.28,0.934,2.002,2.091
16414,1015995647,55,249.636,0.42,0.885,0.139
16415,1015995687,340,261.371,1.032,2.17,2.011
16416,1015995779,145,291.697,1.162,2.321,0.976
16417,1015995782,175,204.47,0.314,0.658,1.044
16418,1015995783,70,288.83,0.964,2.045,1.967
16419,1015995791,125,277.67,1.054,2.163,1.406
16420,1015995844,100,199.202,0.585,1.216,1.15
16421,1015995849,215,206.907,0.996,2.173,2.215
16422,1015995856,85,198.654,0.24,0.412,1.967
16423,1015995896,125,252.839,0.668,1.24,2.071
16424,1015995973,160,244.845,0.761,1.587,1.91
16425,1015996132,125,203.646,0.686,1.208,1.986
16426,1015996149,130,204.278,1.502,3.423,1.608
16427,1015996215,40,254.687,0.507,0.654,2.071
16428,1015996241,140,243.526,0.368,0.649,2.213
16429,1015996266,240,244.293,0.676,1.093,2.068
16430,1015996299,170,298.901,1.14,2.527,1.692
16431,1015996305,155,266.649,1.185,2.425,2.075
16432,1015996311,285,286.287,0.561,1.184,1.197
16433,1015996415,170,323.145,1.455,2.845,1.204
16434,1015996487,20,183.888,0.477,0.919,2.047
16435,1015996598,170,298.901,1.14,2.527,1.692
16436,1015996849,40,245.142,0.493,0.821,2.064
16437,1015996912,195,186.799,0.408,0.598,2.045
16438,1015996919,175,215.198,0.497,0.891,1.97
16439,1015997159,190,264.101,0.773,1.697,2.055
16440,1015997205,180,190.316,0.225,0.397,1.726
16441,1015997208,100,297.096,1.042,2.042,1.028
16442,1015997729,25,358.863,2.728,5.329,1.972
16443,1015997742,185,241.935,0.521,0.782,2.063
16444,1015997773,200,257.991,1.068,2.05,2.056
16445,1015997845,65,234.824,0.258,0.522,1.022
16446,1015997912,170,180.179,0.456,0.859,0.954
16447,1015997923,115,244.1,0.558,1.122,1.892
16448,1015997962,125,196.073,0.327,0.514,2.062
16449,1015997966,55,306.094,1.597,3.141,1.702
16450,1015997974,125,220.02,0.724,1.555,1.705
16451,1015998012,100,306.475,0.929,1.984,1.567
16452,1015998026,250,215.288,0.246,0.477,1.95
16453,1015998176,95,242.681,0.667,1.115,0.136
16454,1015998199,190,226.882,0.575,1.209,1.954
16455,1015998216,90,246.234,0.845,1.763,2.013
16456,1015998238,285,224.338,1.139,2.332,2.001
16457,1015998260,85,259.051,1.02,1.948,2.167
16458,1015998298,190,226.882,0.575,1.209,1.954
16459,1015998332,240,210.798,0.883,1.716,2.128
16460,1015998381,230,215.761,0.679,1.254,2.134
16461,1015998525,300,291.919,0.899,1.851,1.041
16462,1015998749,335,231.734,0.276,0.337,2.126
16463,1015998772,230,196.783,0.225,0.333,0.938
16464,1015998793,80,189.547,1.071,2.299,2.01
16465,1015998841,170,298.901,1.14,2.527,1.692
16466,1015998864,105,242.034,0.586,1.247,1.969
16467,1015999003,70,251.233,0.686,0.889,1.981
16468,1015999127,230,217.28,0.934,2.002,2.091
16469,1015999168,165,279.471,0.833,1.64,0.95
16470,1015999217,175,200.539,0.608,1.131,1.946
16471,1015999225,195,233.259,0.657,1.273,1.748
16472,1015999318,90,196.851,0.402,0.668,2.059
16473,1015999379,155,201.734,0.453,0.862,2.077
16474,1015999737,175,166.827,0.52,0.994,2.019
16475,1015999782,285,180.706,0.922,1.847,1.821
16476,1015999843,50,261.078,1.518,2.843,2.217
16477,1015999874,280,285.785,0.724,1.349,1.093
16478,1015999896,125,231.833,0.338,0.571,2.047
16479,1016000189,60,229.547,0.302,0.576,1.949
16480,1016000339,170,209.119,0.433,0.888,0.302
16481,1016000371,30,236.337,0.398,0.786,2.014
16482,1016000414,260,305.492,1.033,2.224,1.094
16483,1016000435,15,232.597,0.731,1.318,1.956
16484,1016000458,135,200.097,0.405,0.682,2.101
16485,1016000513,85,228.6,0.65,1.406,2.019
16486,1016000530,130,257.562,0.732,1.521,1.937
16487,1016000552,195,240.061,1.046,2.243,0.177
16488,1016000557,220,241.605,0.81,1.627,0.177
16489,1016000565,195,240.061,1.046,2.243,0.177
16490,1016000569,125,211.516,0.532,0.978,2.018
16491,1016000572,220,241.605,0.81,1.627,0.177
16492,1016000581,200,234.759,1.023,2.034,2.034
16493,1016000627,265,285.351,0.809,1.626,1.937
16494,1016000629,40,254.687,0.507,0.654,2.071
16495,1016000773,70,216.46,0.905,1.719,2.012
16496,1016000784,190,314.371,0.568,1.112,2.021
16497,1016000802,160,313.626,0.646,1.273,2.092
16498,1016000842,90,197.666,0.571,1.156,2.104
16499,1016000889,145,291.587,1.65,3.45,0.683
16500,1016000911,60,282.173,1.041,1.932,1.937
16501,1016000934,250,272.904,1.547,2.959,0.645
16502,1016001012,255,188.172,0.208,0.443,1.965
16503,1016001086,100,187.926,0.441,0.811,1.795
16504,1016001137,195,191.853,0.458,0.62,2.114
16505,1016001304,205,312.36,0.839,1.623,2.001
16506,1016001332,20,188.086,0.478,1.035,0
16507,1016001348,195,232.723,1.337,2.69,1.979
16508,1016001446,125,295.641,0.508,0.891,1.956
16509,1016001481,130,264.722,0.832,1.505,1.761
16510,1016001824,280,198.506,1.234,2.352,1.305
16511,1016001831,195,246.116,0.88,1.711,2.073
16512,1016001843,225,161.993,0.339,0.604,2.001
16513,1016001853,70,273.113,0.802,1.654,2.191
16514,1016001860,135,167.723,0.599,1.146,1.911
16515,1016001870,125,244.949,1.414,2.424,2.027
16516,1016001874,160,227.543,0.346,0.713,0.155
16517,1016001935,40,286.619,0.702,1.36,0.931
16518,1016002043,180,218.323,0.524,1.08,1.932
16519,1016002087,220,224.907,0.787,1.429,1.688
16520,1016002130,285,287.251,0.846,1.698,1.043
16521,1016002131,130,225.268,0.29,0.509,2.27
16522,1016002136,70,216.46,0.905,1.719,2.012
16523,1016002192,230,243.164,0.358,0.586,2
16524,1016002252,115,223.063,0.379,0.541,2.049
16525,1016002320,170,298.901,1.14,2.527,1.692
16526,1016002323,195,324.702,1.084,2.471,0.963
16527,1016002344,165,264.602,0.675,1.066,2.03
16528,1016002356,150,241.063,0.702,1.386,1.978
16529,1016002367,140,225.655,0.908,1.456,2.059
16530,1016002422,185,217.55,0.447,0.951,1.505
16531,1016002455,185,227.337,0.672,1.471,0.945
16532,1016002479,110,250.736,0.529,0.802,1.951
16533,1016002520,5,276.541,1.306,2.775,1.65
16534,1016002527,100,222.399,0.379,0.508,2.058
16535,1016002705,270,175.028,1.1,2.553,0
16536,1016002751,15,188.97,0.468,0.845,2.283
16537,1016002757,230,166.566,1.163,2.283,2.011
16538,1016002763,125,196.3,0.19,0.331,2.266
16539,1016002772,160,274.159,1.336,2.88,2.011
16540,1016002787,210,192.483,0.397,0.758,0.072
16541,1016002797,135,275.96,1.244,2.348,0.954
16542,1016002870,15,183.396,0.763,1.532,2.015
16543,1016002886,205,189.591,0.205,0.355,2.031
16544,1016002913,345,237.287,0.756,1.608,2.092
16545,1016002918,160,174.744,0.631,1.259,2.034
16546,1016002920,170,236.542,0.974,2.244,2.049
16547,1016002930,155,223.567,0.65,1.26,1.895
16548,1016002932,160,242.026,0.994,2.102,1.915
16549,1016002950,175,204.47,0.314,0.658,1.044
16550,1016003006,135,216.559,0.406,0.526,2.034
16551,1016003022,120,211.976,0.242,0.441,1.913
16552,1016003051,175,198.672,0.461,1.105,2.034
16553,1016003052,135,217.014,0.617,0.994,2.063
16554,1016003060,115,231.913,0.701,1.48,2.064
16555,1016003116,135,167.723,0.599,1.146,1.911
16556,1016003157,230,217.28,0.934,2.002,2.091
16557,1016003207,115,159.605,0.556,1.072,0
16558,1016003240,195,298.026,1.215,2.472,1.065
16559,1016003338,130,279.794,1.292,2.722,1.008
16560,1016003397,190,184.388,0.406,0.885,0.4
16561,1016003434,35,274.52,0.279,0.414,1.992
16562,1016003439,195,233.259,0.657,1.273,1.748
16563,1016003446,135,226.724,0.484,0.895,2.095
16564,1016003456,145,225.432,0.331,0.667,2.055
16565,1016003463,200,313.454,1.099,2.007,1.993
16566,1016003489,175,266.447,1.44,3.334,1.952
16567,1016003526,135,224.994,0.888,1.699,2.04
16568,1016003584,170,180.561,0.659,1.383,0.993
16569,1016003591,135,352.737,1.102,2.243,0.782
16570,1016003598,95,215.704,0.56,1.16,2.182
16571,1016003701,140,225.655,0.908,1.456,2.059
16572,1016003703,235,238.699,0.807,1.597,2.067
16573,1016003745,175,185.292,0.588,1.34,2.005
16574,1016003753,345,183.298,0.664,1.362,0
16575,1016003800,250,250.258,0.925,1.862,0.907
16576,1016003810,45,266.981,0.985,1.731,2.016
16577,1016003814,310,229.057,0.627,1.131,1.66
16578,1016003818,200,238.072,1.219,1.726,1.947
16579,1016003828,115,213.254,0.399,0.788,2.041
16580,1016003890,90,239.345,0.923,1.977,2.045
16581,1016003964,100,222.399,0.379,0.508,2.058
16582,1016004051,10,177.857,0.329,0.472,1.888
16583,1016004058,25,200.186,0.358,0.625,0.47
16584,1016004081,35,274.52,0.279,0.414,1.992
16585,1016004093,230,166.566,1.163,2.283,2.011
16586,1016004106,175,185.292,0.588,1.34,2.005
16587,1016004110,190,274.27,1.497,3.094,2.122
16588,1016004134,90,244.022,0.74,1.478,1.878
16589,1016004158,115,188.593,0.402,0.826,1.055
16590,1016004159,185,233.269,0.794,1.507,1.448
16591,1016004184,125,238.721,0.399,0.729,1.963
16592,1016004185,185,182.5,0.609,1.088,2.011
16593,1016004197,20,179.855,0.24,0.488,1.896
16594,1016004229,220,317.321,0.344,0.561,0.923
16595,1016004238,110,240.556,0.523,0.923,2.045
16596,1016004266,55,198.599,0.452,0.684,1.639
16597,1016004271,150,193.982,0.465,0.695,2.081
16598,1016004294,75,256.913,0.939,2.08,2.054
16599,1016004379,55,268.169,0.857,1.488,1.874
16600,1016004390,175,286.709,0.858,1.597,0.974
16601,1016004393,145,300.085,0.744,1.424,1.582
16602,1016004449,95,217.868,0.464,0.852,2.045
16603,1016004508,180,181.821,0.631,1.498,1.905
16604,1016004542,195,242.852,0.791,1.744,1.053
16605,1016004548,100,203.173,0.34,0.545,1.877
16606,1016004577,205,194.479,0.311,0.578,2.096
16607,1016004638,80,216.312,0.643,1.181,1.908
16608,1016004699,145,200.801,0.225,0.318,1.956
16609,1016004700,265,280.392,1.263,2.695,1.992
16610,1016004704,105,192.079,0.432,0.484,2.171
16611,1016004769,10,177.857,0.329,0.472,1.888
16612,1016004780,20,188.086,0.478,1.035,0
16613,1016004842,40,285.703,1.444,2.864,1.642
16614,1016004845,195,176.914,0.377,0.49,2
16615,1016004847,10,177.857,0.329,0.472,1.888
16616,1016004851,120,211.976,0.242,0.441,1.913
16617,1016004856,190,195.52,1.097,2.093,2.011
16618,1016004865,170,193.525,0.386,0.614,1.993
16619,1016004885,30,264.841,0.7,1.288,1.932
16620,1016004894,200,190.571,0.143,0.277,2.124
16621,1016004896,200,190.823,0.256,0.505,2.081
16622,1016004915,360,241.859,0.45,0.854,0
16623,1016004926,55,219.273,0.561,1.028,2.136
16624,1016005031,130,170.701,0.757,1.15,2.025
16625,1016005145,335,303.552,0.483,0.884,2.245
16626,1016005215,125,307.149,0.95,1.886,1.749
16627,1016005235,150,206.692,0.344,0.682,1.981
16628,1016005255,175,202.182,0.305,0.546,2.063
16629,1016005314,205,185.915,0.879,1.913,2.119
16630,1016005328,205,228.513,0.711,0.882,3.054
16630,1016005328,200,234.946,0.76,1.468,2.065
16631,1016005340,145,205.232,1.24,2.546,2.065
16632,1016005352,125,252.402,0.283,0.556,2.112
16633,1016005381,170,192.231,0.248,0.476,2.058
16634,1016005411,175,210.452,1.085,2.251,2.079
16635,1016005554,15,188.97,0.468,0.845,2.283
16636,1016005632,180,190.316,0.225,0.397,1.726
16637,1016005647,225,267.51,1.638,3.434,1.982
16638,1016005728,170,253.781,0.661,1.015,2.146
16639,1016005730,350,270.207,1.088,2.208,2.017
16640,1016005749,135,222.334,0.709,1.303,1.885
16641,1016005750,175,299.091,0.959,2.146,1.871
16642,1016005863,230,205.493,1.169,2.313,0.494
16643,1016005893,240,198.537,0.46,0.825,2.176
16644,1016005894,180,310.323,1.026,2.192,0.991
16645,1016005961,185,191.648,0.97,1.945,1.945
16646,1016006032,105,219.843,0.387,0.71,2.213
16647,1016006040,180,201.911,0.375,0.698,2.034
16648,1016006066,190,185.59,0.451,0.919,2
16649,1016006105,240,213.345,1.123,2.167,2.03
16650,1016006113,125,214.751,0.36,0.683,2.048
16651,1016006114,125,214.751,0.36,0.683,2.048
16652,1016006115,145,250.296,0.857,1.783,2.005
16653,1016006153,40,184.317,0.395,0.816,2.002
16654,1016006168,100,172.98,0.336,0.694,1.347
16655,1016006180,145,175.021,0.422,0.434,2.037
16656,1016006191,250,306.139,0.805,1.687,0.95
16657,1016006198,160,284.236,0.788,1.415,1.71
16658,1016006253,255,188.172,0.208,0.443,1.965
16659,1016006292,25,170.443,0.494,0.895,2.011
16660,1016006315,30,304.47,0.66,0.902,1.942
16661,1016006323,220,300.557,0.915,1.746,1.651
16662,1016006388,145,175.021,0.422,0.434,2.037
16663,1016006393,145,176.969,1.424,2.911,1.873
16664,1016006411,15,183.396,0.763,1.532,2.015
16665,1016006494,35,236.265,1.962,3.775,1.995
16666,1016006501,130,207.594,0.25,0.444,1.722
16667,1016006508,190,208.024,0.549,0.861,2.066
16668,1016006515,85,205.987,0.585,1.217,2.053
16669,1016006527,155,215.295,0.766,1.472,1.91
16670,1016006542,205,269.586,1.505,2.865,2.202
16671,1016006581,230,205.545,1.475,2.871,2.096
16672,1016006659,325,251.948,1.096,2.102,1.019
16673,1016006882,165,189.901,0.334,0.64,1.982
16674,1016006933,220,243.71,0.818,1.464,1.646
16675,1016006952,110,229.886,0.622,1.233,1.995
16676,1016006953,110,229.886,0.622,1.233,1.995
16677,1016007091,260,296.298,1.18,2.244,1.654
16678,1016007096,125,326.525,1.702,3.407,1.979
16679,1016007145,235,280.559,0.751,1.577,2.055
16680,1016007150,135,226.374,1.482,3.181,2.039
16681,1016007158,340,218.313,0.301,0.435,1.925
16682,1016007199,185,258.952,1.401,3.303,1.471
16683,1016007415,105,240.172,0.493,0.961,1.884
16684,1016007432,190,274.199,1.341,2.925,2.057
16685,1016007494,160,240.848,0.603,1.201,1.99
16686,1016007777,175,204.47,0.314,0.658,1.044
16687,1016007839,140,198.796,0.842,1.703,2.175
16688,1016007930,80,194.005,0.436,0.947,2.073
16689,1016008052,115,188.593,0.402,0.826,1.055
16690,1016008089,245,260.362,1.167,1.83,1.827
16691,1016008159,265,197.588,1.018,1.968,2.013
16692,1016008168,235,191.967,1.001,1.993,2.019
16693,1016008179,180,214.684,0.6,1.247,1.681
16694,1016008188,240,336.424,2.096,3.403,1.565
16695,1016008295,305,183.401,0.645,1.214,0.859
16696,1016008303,170,208.632,0.365,0.561,2.031
16697,1016008539,70,236.245,3.045,6.664,2.005
16698,1016008541,70,233.936,1.057,2.12,0.336
16699,1016008568,250,193.801,0.545,0.858,1.947
16700,1016008603,160,210.291,0.875,1.572,0.994
16701,1016008871,200,204.737,0.372,0.758,1.948
16702,1016008886,255,258.697,0.568,1.183,1.883
16703,1016008995,95,230.867,0.47,1.005,2.017
16704,1016009004,220,279.391,0.93,1.884,1.944
16705,1016009008,195,214.282,0.854,1.555,1.924
16706,1016009034,105,200.757,0.757,1.403,1.658
16707,1016009052,15,230.372,0.607,1.36,1.916
16708,1016009220,255,267.301,2.316,4.969,1.974
16709,1016009330,350,251.863,1.132,2.429,2.082
16710,1016009374,135,275.96,1.244,2.348,0.954
16711,1016009488,310,247.238,0.494,0.889,0.953
16712,1016009508,180,302.091,0.526,0.866,2.071
16713,1016009741,305,210.179,0.389,0.678,1.812
16714,1016009748,75,223.09,0.922,1.8,2.063
16715,1016009783,175,247.767,0.822,1.421,1.89
16716,1016009856,160,284.236,0.788,1.415,1.71
16717,1016009879,315,287.298,0.883,1.658,0.541
16718,1016009988,225,293.51,0.894,1.533,0.952
16719,1016010080,125,220.02,0.724,1.555,1.705
16720,1016010197,140,154.546,1.759,2.956,0
16721,1016010295,35,218.04,0.328,0.446,2.123
16722,1016010423,45,232.094,0.771,1.369,2.03
16723,1016010715,305,277.464,0.9,1.756,1.916
16724,1016010872,245,199.049,0.401,0.676,2.071
16725,1016010962,90,208.977,0.249,0.264,1.897
16726,1016010966,175,194.924,1.185,1.627,2.019
16727,1016010974,155,283.583,1.446,2.934,2.022
16728,1016011135,135,219.456,0.668,1.343,2.089
16729,1016011146,150,193.982,0.465,0.695,2.081
16730,1016011363,355,193.924,0.832,1.496,2.085
16731,1016011381,35,304.343,1.087,1.921,1.251
16732,1016011399,155,234.277,0.92,1.734,1.885
16733,1016011404,140,224.496,0.352,0.613,1.978
16734,1016011530,85,242.616,1.21,2.052,2.054
16735,1016011552,140,192.9,0.548,0.906,2.367
16736,1016011582,195,242.852,0.791,1.744,1.053
16737,1016011704,110,239.216,0.866,1.741,1.455
16738,1016011707,80,260.107,0.486,0.836,0.954
16739,1016011767,195,186.325,0.469,0.903,2.008
16740,1016011786,75,239.644,0.627,0.903,2.085
16741,1016011889,115,251.144,1.312,2.649,2.197
16742,1016012046,100,191.572,1.694,3.785,1.963
16743,1016012091,145,175.021,0.422,0.434,2.037
16744,1016012109,345,213.802,0.437,0.711,1.874
16745,1016012118,90,198.972,0.817,1.772,2.081
16746,1016012187,70,238.618,0.447,0.654,2.066
16747,1016012202,175,225.315,0.404,0.782,1.867
16748,1016012238,165,190.315,0.596,1.353,2.099
16749,1016012299,170,179.66,0.509,1.038,1.998
16750,1016012364,230,166.566,1.163,2.283,2.011
16751,1016012370,85,195.199,1.062,1.882,1.972
16752,1016012386,135,218.287,0.664,1.249,1.976
16753,1016012434,210,190.915,0.34,0.607,2.062
16754,1016012469,190,199.786,1.238,2.797,1.051
16755,1016012484,335,274.946,0.762,1.193,2.048
16756,1016012591,160,274.39,1.067,2.198,1.165
16757,1016012611,145,207.041,0.502,0.747,2.063
16758,1016012640,155,290.165,0.644,1.199,2.044
16759,1016012643,225,202.122,0.811,1.478,2.08
16760,1016012656,115,193.373,1.466,2.87,2.067
16761,1016012715,180,197.574,0.563,1.124,0.989
16762,1016012894,210,216.379,0.381,0.704,1.09
16763,1016012932,155,205.638,0.6,1.161,2.099
16764,1016012955,225,272.527,0.675,1.139,1.431
16765,1016012983,200,216.094,0.341,0.47,2.204
16766,1016013018,95,214.94,0.469,0.903,1.954
16767,1016013023,95,202.336,0.399,0.844,1.994
16768,1016013027,45,190.275,0.298,0.386,2.093
16769,1016013028,90,180.022,1.036,2.242,1.912
16770,1016013048,175,257.877,0.479,0.628,1.728
16771,1016013051,175,257.877,0.479,0.628,1.728
16772,1016013095,45,214.164,0.533,0.977,1.988
16773,1016013127,255,188.172,0.208,0.443,1.965
16774,1016013181,125,220.02,0.724,1.555,1.705
16775,1016013185,135,180.537,0.359,0.519,1.968
16776,1016013205,240,181.542,0.632,1.063,2.036
16777,1016013209,220,253.629,0.542,0.77,1.918
16778,1016013229,40,174.413,0.677,1.35,1.986
16779,1016013250,165,208.6,0.584,1.07,2.095
16780,1016013254,200,177.5,0.456,0.819,1.95
16781,1016013314,170,190.116,0.336,0.561,2.022
16782,1016013315,190,196.968,0.699,1.154,2.177
16783,1016013316,20,188.086,0.478,1.035,0
16784,1016013324,195,176.914,0.377,0.49,2
16785,1016013331,195,232.723,1.337,2.69,1.979
16786,1016013653,85,197.819,0.836,1.546,0.863
16787,1016013664,205,338.585,2.795,5.707,2.044
16788,1016013719,145,286.378,0.933,1.76,1.742
16789,1016013853,5,303.649,0.669,1.46,1.823
16790,1016013937,55,209.645,0.38,0.786,0.474
16791,1016013948,185,308.957,1.745,3.915,1.778
16792,1016013958,45,190.375,1.69,3.621,1.771
16793,1016013977,185,182.238,0.609,1.328,1.986
16794,1016013978,60,337.109,2.779,5.661,0.691
16795,1016013985,185,182.238,0.609,1.328,1.986
16796,1016014024,215,276.325,1.334,2.682,2.097
16797,1016014032,25,358.863,2.728,5.329,1.972
16798,1016014142,320,219.857,0.333,0.627,0.873
16799,1016014187,230,287.248,0.906,1.713,2.002
16800,1016014218,140,208.227,0.463,0.925,1.984
16801,1016014225,185,191.551,0.838,1.86,2.048
16802,1016014227,90,201.325,0.461,0.901,2.36
16803,1016014241,125,204.218,0.688,1.388,2.085
16804,1016014242,40,258.029,0.794,1.56,0.132
16805,1016014247,350,234.016,1.791,3.918,0.204
16806,1016014259,205,209.763,0.179,0.233,0.929
16807,1016014269,125,204.218,0.688,1.388,2.085
16808,1016014298,240,268.74,1.422,2.234,2.004
16809,1016014301,140,280.792,0.679,1.31,1.023
16810,1016014310,175,247.767,0.822,1.421,1.89
16811,1016014343,165,189.333,0.442,0.907,1.944
16812,1016014350,185,203.22,0.383,0.616,1.892
16813,1016014368,90,196.144,0.498,0.934,1.488
16814,1016014372,195,207.188,0.69,1.243,2.1
16815,1016014380,165,265.142,0.79,1.441,1.992
16816,1016014477,345,237.4,0.484,0.693,1.993
16817,1016014523,205,194.086,0.677,1.326,2.058
16818,1016014543,165,209.332,0.411,0.55,1.997
16819,1016014545,90,195.804,0.779,1.538,2.004
16820,1016014550,195,174.472,0.582,0.904,2.098
16821,1016014586,210,223.865,1.343,2.25,1.162
16822,1016014623,180,233.572,0.774,1.352,2.037
16823,1016014666,205,207.088,0.593,0.955,2.047
16824,1016014698,185,202.498,0.618,1.276,1.98
16825,1016014704,140,265.04,1.527,3.133,2.011
16826,1016014705,175,208.251,0.961,1.966,2.15
16827,1016014728,310,283.824,0.82,1.568,0.796
16828,1016014732,180,190.316,0.225,0.397,1.726
16829,1016014739,200,204.737,0.372,0.758,1.948
16830,1016014750,100,228.391,0.693,1.333,1.887
16831,1016014753,195,174.472,0.582,0.904,2.098
16832,1016014759,295,291.602,0.523,0.909,2.467
16833,1016014775,65,234.824,0.258,0.522,1.022
16834,1016014789,70,211.64,0.382,0.672,2.159
16835,1016014796,70,211.64,0.382,0.672,2.159
16836,1016014799,60,210.853,0.529,0.978,2.047
16837,1016014814,205,194.086,0.677,1.326,2.058
16838,1016014826,235,230.93,0.855,1.659,1.766
16839,1016014834,125,214.751,0.36,0.683,2.048
16840,1016014932,175,256.491,0.571,1.057,1.947
16841,1016014937,175,203.016,0.781,1.527,1.992
16842,1016015102,10,205.781,0.691,1.441,2.1
16843,1016015300,115,236.739,1.185,2.197,1.833
16844,1016015431,100,217.535,0.599,1.232,1.917
16845,1016015438,200,193.467,0.432,0.777,2.068
16846,1016015546,195,186.325,0.469,0.903,2.008
16847,1016015580,340,254.584,1,1.857,1.934
