CartID,DATETIME,geometry,WEEK1PRCP,WEEK1SNOW,WEEK1TFRZ,WEEK1TMAX,WEEK1TMIN,WEEK1TAVG,WEEK1TDIF,WEEK2PRCP,WEEK2SNOW,WEEK2TFRZ,WEEK2TMAX,WEEK2TMIN,WEEK2TAVG,WEEK2TDIF,WEEK3PRCP,WEEK3SNOW,WEEK3TFRZ,WEEK3TMAX,WEEK3TMIN,WEEK3TAVG,WEEK3TDIF,WEEK4PRCP,WEEK4SNOW,WEEK4TFRZ,WEEK4TMAX,WEEK4TMIN,WEEK4TAVG,WEEK4TDIF
207759,2022-03-07,POINT (29.5364725959575 -98.6540662406731),0.0,0.0,2,78.5,49.1,61.4,29.3,0.06,0.0,2,60.2,41.6,48.7,18.7,0.0,0.0,0,73.4,39.5,55.4,33.9,0.01,0.0,2,67.8,34.0,51.7,33.8
408323,2024-01-28,POINT (29.4155851550657 -98.5245337297434),5.6,0.0,0,61.7,48.2,53.6,13.5,0.0,0.0,6,47.9,25.2,35.7,22.7,0.12,0.0,2,69.3,36.2,52.0,33.1,1.04,0.0,1,61.3,39.7,51.0,21.6
309982,2023-10-02,POINT (29.599228023968 -98.4044989305266),0.14,0.0,0,96.6,73.8,84.3,22.8,0.0,0.0,0,99.0,73.8,86.1,25.2,0.19,0.0,0,96.5,74.0,83.3,22.4,0.31,0.0,0,102.0,76.6,89.0,25.4
823876,2022-09-04,POINT (29.5920783429722 -98.6023760929971),0.23,0.0,0,94.3,75.0,83.4,19.3,1.6,0.0,0,93.0,74.5,82.6,18.5,0.29,0.0,0,95.5,75.3,84.4,20.2,0.28,0.0,0,99.1,74.5,86.0,24.7
414344,2022-04-28,POINT (29.5192438032738 -98.6584897052227),1.85,0.0,0,84.2,66.9,73.0,17.3,0.1,0.0,0,84.3,65.5,73.1,18.8,0.42,0.0,0,88.5,58.7,72.1,29.8,0.01,0.0,0,85.7,57.6,72.0,28.1
421986,2022-09-15,POINT (29.5710477780049 -98.570604218688),0.47,0.0,0,94.0,71.6,82.4,22.4,0.21,0.0,0,92.4,73.2,81.1,19.1,0.23,0.0,0,95.0,75.5,83.6,19.6,0.69,0.0,0,95.2,75.6,83.9,19.6
515348,2023-09-09,POINT (29.4488704270301 -98.6924230184797),0.0,0.0,0,102.8,76.9,89.1,26.0,0.35,0.0,0,102.1,74.2,87.9,27.9,0.77,0.0,0,101.4,76.7,88.7,24.7,0.0,0.0,0,104.0,77.4,91.0,26.6
429398,2023-02-16,POINT (29.4393045404711 -98.6896187246968),0.1,0.0,2,70.2,38.7,54.4,31.5,0.89,0.0,1,65.4,41.4,52.4,24.0,0.56,0.0,3,53.0,37.0,45.4,16.0,0.71,0.0,1,63.3,42.4,53.6,20.9
507153,2023-08-22,POINT (29.4181213938357 -98.5008440673766),0.0,0.0,0,104.8,77.2,91.4,27.5,0.0,0.0,0,105.4,78.0,90.1,27.4,0.01,0.0,0,103.4,76.5,89.9,27.0,0.04,0.0,0,101.1,75.3,88.3,25.8
423144,2023-03-10,POINT (29.3532697510435 -98.6141458905011),0.17,0.0,0,82.8,56.8,69.0,26.0,0.26,0.0,0,79.7,57.0,68.0,22.7,0.0,0.0,0,74.8,50.5,61.4,24.3,0.07,0.0,2,69.6,40.7,55.7,28.9
309666,2024-01-17,POINT (29.4846141697538 -98.4090746460228),0.0,0.0,5,57.5,27.7,41.6,29.8,1.0,0.0,0,64.3,40.6,52.1,23.7,0.05,0.0,1,64.9,38.2,50.4,26.6,0.36,0.0,0,68.3,53.0,59.9,15.3
419524,2024-01-14,POINT (29.4619737490016 -98.506146805787),0.29,0.0,2,69.3,36.2,52.0,33.1,0.91,0.0,0,61.8,41.2,51.0,20.6,0.75,0.0,0,65.3,38.7,52.1,26.6,0.09,0.0,0,71.5,51.4,59.1,20.1
412333,2024-02-28,POINT (29.4769954304612 -98.5776343498116),0.0,0.0,0,82.5,55.2,67.9,27.3,0.03,0.0,0,67.2,44.0,54.7,23.2,0.06,0.0,0,71.2,50.8,60.3,20.4,0.88,0.0,0,70.6,46.6,58.1,24.0
501674,2024-01-29,POINT (29.396103914721 -98.4289676799762),5.61,0.0,0,65.5,48.2,55.6,17.3,0.0,0.0,4,46.4,27.3,35.6,19.0,0.38,0.0,3,67.1,34.3,50.4,32.9,0.76,0.0,0,60.4,40.5,50.7,19.9
403769,2023-09-03,POINT (29.4266207063936 -98.5850429910575),0.56,0.0,0,101.9,73.8,87.6,28.0,1.04,0.0,0,101.4,76.8,88.9,24.6,0.0,0.0,0,104.6,77.5,90.7,27.1,0.0,0.0,0,105.1,77.3,90.3,27.8
202489,2023-02-01,POINT (29.4315126456808 -98.5528697495141),0.52,0.03,2,56.7,37.6,47.6,19.1,0.23,0.0,0,66.6,45.2,56.7,21.4,0.0,0.0,1,72.8,43.4,58.6,29.4,0.01,0.0,0,75.5,49.3,62.3,26.1
411629,2024-05-31,POINT (29.4775139272834 -98.6300803137863),0.12,0.0,0,99.2,76.4,85.4,22.8,0.01,0.0,0,95.7,72.5,81.9,23.2,0.75,0.0,0,88.2,67.0,76.9,21.1,0.17,0.0,0,86.3,72.3,78.0,14.0
507541,2024-04-10,POINT (29.4314348534408 -98.4694849530425),0.09,0.0,0,84.2,55.8,70.4,28.5,0.29,0.0,0,79.9,56.8,67.1,23.1,0.26,0.0,0,73.6,54.0,64.1,19.6,0.83,0.0,0,74.1,59.8,67.0,14.3
313661,2022-11-25,POINT (29.4419607001519 -98.4644493586429),1.11,0.0,0,56.0,46.7,50.0,9.3,0.27,0.0,0,63.5,42.6,52.4,20.9,0.57,0.0,0,83.8,63.8,73.7,20.0,0.47,0.0,0,76.8,55.8,66.4,21.0
8482173,2022-05-31,POINT (29.2914022580805 -98.4884801500162),0.73,0.0,0,94.5,68.5,80.7,26.0,0.3,0.0,0,96.3,71.5,81.6,24.8,0.0,0.0,0,96.3,71.0,81.9,25.2,0.46,0.0,0,94.6,72.8,81.1,21.9
412526,2022-01-08,POINT (29.4596437184162 -98.5851569753789),0.01,0.0,2,64.3,35.3,50.7,29.0,0.05,0.0,0,81.0,59.6,68.0,21.5,1.13,0.0,0,69.1,44.7,56.3,24.4,0.03,0.0,0,75.3,56.0,63.9,19.2
847564,2023-10-31,POINT (29.4316404595441 -98.591000340376),1.81,0.0,0,80.8,65.4,72.9,15.3,0.0,0.0,0,88.2,57.0,72.6,31.1,0.11,0.0,0,81.4,62.1,71.0,19.3,2.12,0.0,0,85.4,65.9,76.0,19.5
419043,2022-05-23,POINT (29.4712391143262 -98.5107020359559),0.27,0.0,0,97.7,71.8,82.6,25.9,0.0,0.0,0,95.1,71.7,82.0,23.4,0.5,0.0,0,92.9,72.0,80.1,21.0,1.26,0.0,0,85.0,66.8,73.0,18.1
311959,2024-02-07,POINT (29.6285381837212 -98.487201133174),0.82,0.0,0,71.5,47.6,58.1,23.9,4.3,0.0,0,67.1,45.9,55.7,21.2,2.59,0.0,3,55.7,35.5,43.9,20.2,0.0,0.0,5,56.3,27.4,41.6,28.9
315255,2024-05-01,POINT (29.5728236173513 -98.3521230791829),1.19,0.0,0,87.3,71.3,76.4,16.0,0.9,0.0,0,78.9,62.6,69.6,16.3,0.83,0.0,0,82.8,60.3,71.0,22.4,0.02,0.0,0,83.8,55.9,70.4,27.9
504025,2023-06-03,POINT (29.3577842409627 -98.4868134781837),0.55,0.0,0,86.5,66.8,77.1,19.8,1.21,0.0,0,84.2,67.4,75.4,16.8,3.06,0.0,0,84.7,65.6,74.3,19.1,1.06,0.0,0,84.2,69.3,76.6,14.9
400300,2022-03-18,POINT (29.3237340762651 -98.5539798650363),0.04,0.0,2,74.6,39.7,57.4,35.0,0.0,0.0,0,75.0,52.1,60.1,22.9,0.03,0.0,3,62.7,35.1,48.4,27.5,0.03,0.0,2,68.3,41.9,52.9,26.5
308386,2023-12-19,POINT (29.502509466243 -98.442087146753),0.4,0.0,0,67.2,44.8,55.3,22.4,0.02,0.0,1,70.7,43.0,57.6,27.7,0.49,0.0,0,70.3,48.7,58.3,21.7,0.11,0.0,0,62.0,44.0,53.4,18.0
512479,2023-03-17,POINT (29.316997262646 -98.4400185649303),0.02,0.0,0,79.1,57.1,67.7,22.0,0.74,0.0,0,82.5,56.4,69.0,26.1,0.22,0.0,0,80.0,57.2,68.0,22.8,0.01,0.0,0,75.0,50.7,61.4,24.3
822731,2023-11-16,POINT (29.2615042195044 -98.4903284718376),1.02,0.0,0,67.8,55.0,61.3,12.9,0.0,0.0,0,80.3,56.6,67.0,23.8,1.57,0.0,0,73.9,55.6,64.9,18.2,0.15,0.0,0,88.9,63.6,76.4,25.3
408393,2023-11-29,POINT (29.4047465195511 -98.521479287989),0.09,0.0,0,62.5,45.0,52.3,17.4,0.14,0.0,0,72.5,53.9,62.9,18.6,1.03,0.0,0,69.0,57.4,63.1,11.6,0.07,0.0,0,76.8,52.2,63.4,24.6
502492,2022-03-14,POINT (29.4146109689891 -98.4706318792731),0.03,0.0,2,66.1,37.3,50.9,28.8,0.04,0.0,2,78.3,49.0,61.4,29.3,0.06,0.0,2,59.9,41.4,48.7,18.5,0.01,0.0,0,72.7,39.5,55.4,33.1
409057,2024-01-22,POINT (29.4274538220437 -98.5373388287998),0.0,0.0,5,46.7,27.2,35.6,19.5,0.4,0.0,3,66.9,34.2,50.4,32.7,0.64,0.0,0,61.1,41.3,50.7,19.8,0.01,0.0,0,66.1,36.7,50.1,29.4
507992,2023-01-03,POINT (29.428441294044 -98.4526389986923),0.0,0.0,1,75.2,45.3,59.4,29.9,0.35,0.0,5,51.3,26.1,38.1,25.2,0.28,0.0,0,64.5,42.6,54.4,22.0,2.23,0.0,0,79.0,64.2,70.4,14.7
405647,2022-10-31,POINT (29.3884965831484 -98.5039627556095),0.21,0.0,0,79.6,53.4,67.1,26.2,0.99,0.0,0,80.6,54.7,68.1,25.9,0.06,0.0,0,91.0,67.7,79.3,23.3,0.0,0.0,0,88.0,61.6,75.3,26.4
413341,2022-09-16,POINT (29.448483505962 -98.5901182099682),0.19,0.0,0,93.8,71.0,81.9,22.8,1.63,0.0,0,92.7,72.5,81.3,20.2,0.22,0.0,0,94.5,75.3,83.6,19.2,0.46,0.0,0,94.2,75.5,83.0,18.7
404985,2023-08-02,POINT (29.4323683508083 -98.5149280847496),0.01,0.0,0,101.6,75.8,88.6,25.9,0.43,0.0,0,102.3,75.7,88.6,26.6,0.0,0.0,0,104.8,77.1,89.9,27.6,0.09,0.0,0,97.8,76.7,86.1,21.2
504337,2022-09-09,POINT (29.3777490734283 -98.4716542154035),0.43,0.0,0,93.1,72.7,81.3,20.5,0.16,0.0,0,94.9,75.4,83.6,19.5,0.89,0.0,0,94.7,75.6,83.0,19.0,0.38,0.0,0,96.1,74.9,84.6,21.2
414105,2023-03-03,POINT (29.5254677934944 -98.6797431813084),0.07,0.0,0,80.0,57.2,68.0,22.8,0.0,0.0,0,75.0,50.9,61.4,24.1,0.03,0.0,2,69.9,39.9,55.7,30.0,0.86,0.0,1,68.5,40.5,54.6,28.1
506169,2022-02-27,POINT (29.4008283145631 -98.4544617965714),0.06,0.0,2,62.0,42.0,50.0,20.0,0.05,0.0,1,71.9,37.7,54.1,34.2,0.0,0.0,2,68.7,34.8,51.1,34.0,1.7,0.0,4,57.2,34.0,46.6,23.2
503748,2022-11-25,POINT (29.414528867802 -98.4073729394552),0.96,0.0,0,56.0,46.7,50.0,9.3,0.26,0.0,0,63.7,42.9,52.4,20.8,0.36,0.0,0,83.6,63.6,73.7,20.0,0.56,0.0,0,75.7,55.4,66.4,20.2
506426,2023-10-28,POINT (29.3811023389854 -98.461991000275),1.68,0.0,0,86.4,70.1,77.6,16.3,0.0,0.0,0,83.3,51.7,68.7,31.6,0.1,0.0,0,81.3,64.0,71.7,17.2,1.5,0.0,0,91.5,72.3,81.6,19.2
402506,2022-04-28,POINT (29.3938797377231 -98.5496953082079),1.35,0.0,0,84.2,66.9,73.0,17.3,0.16,0.0,0,84.7,65.9,73.1,18.9,0.33,0.0,0,88.5,58.7,72.1,29.8,0.0,0.0,0,85.4,57.6,72.0,27.8
309366,2023-05-07,POINT (29.5068210542269 -98.4063148153141),0.01,0.0,0,86.3,63.8,74.7,22.6,1.15,0.0,0,79.1,59.2,67.7,19.9,1.4,0.0,0,81.7,60.4,70.9,21.3,0.11,0.0,0,78.7,55.3,67.1,23.4
845534,2023-10-21,POINT (29.4422691648911 -98.4507101695832),0.06,0.0,0,83.8,52.2,68.7,31.5,0.1,0.0,0,81.3,63.9,71.7,17.4,0.96,0.0,0,92.3,72.8,81.6,19.5,0.06,0.0,0,98.1,74.5,85.6,23.6
415539,2024-04-16,POINT (29.5341732894451 -98.5487632377309),0.64,0.0,0,84.6,59.3,71.4,25.3,0.3,0.0,0,83.0,54.9,69.4,28.1,0.17,0.0,0,79.2,56.2,66.1,23.0,0.44,0.0,0,72.3,53.1,62.9,19.2
514422,2023-11-15,POINT (29.5099197897826 -98.6550349442375),0.78,0.0,0,69.0,57.4,63.1,11.6,0.01,0.0,0,77.2,52.6,63.4,24.6,1.6,0.0,0,77.7,60.9,69.0,16.8,0.02,0.0,0,88.1,61.6,74.7,26.5
429208,2022-07-13,POINT (29.5753843287778 -98.6288742937326),0.0,0.0,0,103.4,76.5,90.3,26.9,1.51,0.0,0,98.6,73.8,85.7,24.8,0.17,0.0,0,99.0,72.9,86.6,26.1,0.0,0.0,0,98.7,73.4,86.4,25.3
408404,2022-02-05,POINT (29.4031585926938 -98.5236911829577),1.37,0.0,3,60.7,37.0,48.3,23.6,0.04,0.0,1,58.6,40.3,49.7,18.2,0.0,0.0,2,65.9,37.1,50.9,28.8,0.14,0.0,0,66.7,40.6,51.9,26.1
416972,2023-11-13,POINT (29.5624591437173 -98.5556906178411),0.46,0.0,0,72.9,59.6,66.6,13.3,0.45,0.0,0,69.1,46.8,56.3,22.3,0.8,0.0,0,86.0,69.9,77.6,16.1,0.0,0.0,0,86.6,52.9,70.4,33.7
510115,2024-05-19,POINT (29.4263977001354 -98.4976145325135),0.82,0.0,0,89.9,65.3,76.4,24.6,0.07,0.0,0,89.0,72.8,78.6,16.2,1.61,0.0,0,86.0,71.8,76.4,14.2,0.32,0.0,0,79.8,64.0,70.3,15.7
304979,2022-05-03,POINT (29.5712200016653 -98.4490066010603),1.28,0.0,0,85.9,68.0,73.7,17.9,0.08,0.0,0,84.3,68.3,73.9,16.0,0.07,0.0,0,89.9,68.0,76.1,21.9,0.01,0.0,0,85.2,56.3,71.3,28.8
313926,2023-10-08,POINT (29.4897746189708 -98.4275392819387),1.11,0.0,0,89.8,71.4,80.0,18.3,0.05,0.0,0,97.7,74.0,85.0,23.7,0.02,0.0,0,98.0,72.8,85.1,25.1,0.21,0.0,0,96.3,74.6,84.0,21.7
414219,2024-03-19,POINT (29.5172700802644 -98.6794056774271),0.75,0.0,0,76.0,60.9,68.6,15.1,0.04,0.0,0,77.1,52.4,65.6,24.7,0.0,0.0,0,73.6,53.7,63.0,19.9,0.0,0.0,0,81.6,51.2,65.9,30.4
407238,2024-03-12,POINT (29.4314390291653 -98.6918473266251),0.07,0.0,0,77.1,52.4,65.6,24.7,0.0,0.0,0,74.2,53.9,63.0,20.3,0.0,0.0,0,81.9,51.9,65.9,30.0,0.0,0.0,0,64.9,42.0,53.7,22.9
501899,2022-11-24,POINT (29.3576597472128 -98.4892259812603),1.15,0.0,0,54.0,44.4,48.0,9.6,0.31,0.0,0,66.9,45.8,55.9,21.0,0.78,0.0,0,84.5,64.2,73.7,20.3,0.91,0.0,0,76.1,52.8,65.1,23.3
8477876,2024-03-14,POINT (29.6204759300184 -98.4504784829264),0.17,0.0,0,75.5,53.7,64.9,21.8,0.0,0.0,0,76.4,53.0,63.9,23.5,0.0,0.0,0,81.2,54.5,67.9,26.7,0.01,0.0,0,68.0,45.1,56.3,23.0
207697,2022-04-07,POINT (29.5280606429205 -98.6469219543455),0.0,0.0,0,87.0,58.5,72.0,28.5,0.05,0.0,0,86.1,51.3,68.7,34.9,0.29,0.0,0,78.8,48.0,63.7,30.8,0.02,0.0,2,73.7,37.5,55.6,36.1
420236,2022-01-28,POINT (29.56898282115 -98.5417392812724),0.03,0.0,1,57.4,40.0,47.6,17.4,0.0,0.0,2,69.2,37.1,53.4,32.0,0.22,0.0,0,61.6,40.1,49.4,21.5,0.01,0.0,2,70.1,40.6,55.1,29.5
203137,2024-01-19,POINT (29.4528031715799 -98.5587374595081),0.07,0.0,6,53.6,25.0,38.4,28.5,0.55,0.0,1,68.7,37.5,52.4,31.2,0.63,0.0,0,61.6,39.9,49.9,21.7,0.69,0.0,0,67.5,47.5,56.6,20.0
415678,2023-01-20,POINT (29.5248423628188 -98.5530968011691),0.01,0.0,1,73.4,42.8,59.1,30.7,0.0,0.0,0,75.4,50.7,63.0,24.7,0.01,0.0,0,77.9,47.9,63.1,30.0,0.0,0.0,5,57.0,28.4,41.6,28.6
846700,2023-07-04,POINT (29.5699422589982 -98.6679090510981),0.03,0.0,0,99.3,76.4,87.6,22.9,0.1,0.0,0,99.2,76.8,88.1,22.4,0.0,0.0,0,98.4,78.8,87.1,19.7,0.38,0.0,0,92.0,71.5,81.9,20.4
420634,2023-12-26,POINT (29.5941078467827 -98.5215733732967),1.13,0.0,0,70.5,54.3,61.1,16.2,0.51,0.0,0,67.7,45.2,55.3,22.5,0.05,0.0,1,71.5,43.7,57.6,27.8,0.5,0.0,0,69.6,48.4,58.3,21.2
305764,2023-10-22,POINT (29.5650041916436 -98.4361988183394),0.0,0.0,0,85.6,52.0,69.0,33.7,0.09,0.0,0,82.0,63.4,71.9,18.5,1.72,0.0,0,89.8,71.4,80.0,18.3,0.21,0.0,0,97.0,73.3,85.0,23.7
410786,2022-12-26,POINT (29.5099176915598 -98.6653660392805),0.53,0.0,4,48.3,28.2,38.9,20.1,0.07,0.0,0,68.2,44.8,56.6,23.5,0.06,0.0,0,77.4,63.1,70.1,14.3,0.16,0.0,0,64.9,48.4,58.0,16.5
408547,2022-05-14,POINT (29.4006292252747 -98.5231627365117),0.0,0.0,0,97.0,73.4,82.9,23.6,0.72,0.0,0,90.4,71.9,78.1,18.5,0.79,0.0,0,84.1,66.0,72.7,18.1,0.13,0.0,0,84.2,68.1,74.4,16.1
8482927,2022-05-31,POINT (29.5138101399725 -98.4625162311311),0.75,0.0,0,94.5,68.5,80.7,26.0,0.13,0.0,0,96.3,71.5,81.6,24.8,0.0,0.0,0,96.3,71.0,81.9,25.2,0.64,0.0,0,94.0,72.5,81.1,21.5
823785,2023-10-20,POINT (29.5229301746644 -98.6046689399612),0.07,0.0,0,83.3,55.0,69.6,28.3,0.62,0.0,0,80.9,63.7,71.1,17.2,0.78,0.0,0,93.7,73.2,82.7,20.4,0.05,0.0,0,98.2,74.7,86.0,23.5
403605,2022-08-29,POINT (29.4106528668833 -98.5649613227098),1.26,0.0,0,94.3,74.9,82.7,19.4,0.4,0.0,0,96.6,75.5,84.6,21.1,0.02,0.0,0,98.2,75.0,85.7,23.2,0.32,0.0,0,100.5,76.1,87.4,24.4
403922,2022-12-19,POINT (29.4275584069041 -98.5709157628676),0.09,0.0,0,68.2,44.8,56.6,23.5,2.22,0.0,0,79.2,64.2,70.1,15.0,0.19,0.0,0,65.9,49.4,58.0,16.5,1.48,0.0,0,62.4,48.0,54.4,14.4
406475,2023-03-25,POINT (29.4266339855675 -98.6720307664135),0.76,0.0,0,70.5,53.7,60.9,16.8,0.47,0.0,0,76.3,54.5,65.7,21.8,0.03,0.0,0,82.9,58.6,69.9,24.3,0.28,0.0,0,81.5,55.9,68.3,25.6
423046,2022-03-24,POINT (29.3698374540039 -98.6110880704143),0.21,0.0,0,78.8,48.0,63.7,30.8,0.05,0.0,2,74.2,37.8,55.6,36.4,0.01,0.0,0,75.2,53.9,61.6,21.3,0.08,0.0,4,57.5,33.2,44.1,24.3
504356,2023-11-17,POINT (29.3749187516633 -98.4739059374098),1.08,0.0,0,66.0,53.7,59.1,12.3,0.0,0.0,0,81.6,59.0,69.9,22.6,1.66,0.0,0,72.0,51.0,61.3,21.0,0.51,0.0,0,87.7,67.3,77.0,20.4
402196,2022-10-02,POINT (29.3639866552003 -98.5268846102728),0.0,0.0,0,92.3,62.6,78.3,29.7,0.0,0.0,0,95.8,70.6,83.9,25.1,0.06,0.0,0,94.1,71.2,82.1,22.9,0.67,0.0,0,92.4,71.9,81.0,20.5
411759,2022-05-23,POINT (29.4684048009466 -98.6422849898993),0.03,0.0,0,97.7,71.8,82.6,25.9,0.0,0.0,0,95.2,71.7,82.0,23.5,0.89,0.0,0,93.1,72.3,80.1,20.8,0.54,0.0,0,84.6,66.4,73.0,18.2
8476561,2022-09-18,POINT (29.512398629046 -98.7491016756662),0.03,0.0,0,94.2,71.3,82.1,22.9,0.87,0.0,0,92.5,72.0,81.0,20.5,0.05,0.0,0,93.6,74.9,83.4,18.7,0.92,0.0,0,93.0,75.0,82.6,18.0
400261,2023-08-10,POINT (29.3304521255119 -98.5457329530224),0.0,0.0,0,105.0,76.5,89.9,28.5,0.02,0.0,0,101.6,75.9,88.7,25.7,0.11,0.0,0,102.0,75.8,88.4,26.2,0.0,0.0,0,104.4,76.4,89.9,28.0
823014,2024-02-02,POINT (29.5447125546894 -98.6055808479835),0.01,0.0,0,69.2,43.6,55.3,25.6,5.17,0.0,1,57.0,43.0,49.6,14.0,0.0,0.0,6,53.1,24.8,38.4,28.3,0.65,0.0,1,69.2,38.0,52.4,31.2
845595,2022-06-19,POINT (29.3821835549673 -98.3806630055864),0.0,0.0,0,100.3,74.6,86.9,25.7,0.0,0.0,0,102.1,74.2,87.0,27.9,0.04,0.0,0,96.6,74.2,84.6,22.4,1.04,0.0,0,89.7,63.9,78.3,25.8
305566,2023-11-18,POINT (29.530876907906 -98.4390816711043),0.46,0.0,0,68.8,53.6,59.7,15.2,0.4,0.0,0,79.1,59.3,69.1,19.8,1.08,0.0,0,70.6,47.8,59.1,22.8,1.79,0.0,0,86.9,70.1,77.6,16.8
847310,2023-11-17,POINT (29.6376577480604 -98.4318508271618),0.96,0.0,0,66.0,53.7,59.1,12.3,0.0,0.0,0,81.6,59.0,69.9,22.6,1.31,0.0,0,72.0,51.0,61.3,21.0,0.73,0.0,0,88.2,66.5,77.0,21.7
505356,2022-02-25,POINT (29.4216117923776 -98.4653852632675),0.02,0.0,2,68.4,41.8,52.9,26.6,0.01,0.0,1,73.2,38.9,57.0,34.3,0.22,0.0,4,62.6,30.2,44.0,32.3,1.98,0.0,2,62.1,38.6,51.7,23.6
846591,2024-05-05,POINT (29.567705086927 -98.4500545617029),1.41,0.0,0,86.0,71.8,76.4,14.2,1.05,0.0,0,80.8,65.0,70.3,15.8,0.05,0.0,0,83.8,68.5,74.6,15.3,0.77,0.0,0,81.9,57.5,70.7,24.3
410096,2023-12-17,POINT (29.4691952476057 -98.6577476496427),0.48,0.0,1,65.2,43.9,54.4,21.3,0.06,0.0,0,73.6,45.8,60.0,27.8,0.44,0.0,0,66.6,50.5,56.7,16.0,0.11,0.0,0,66.6,48.0,57.3,18.6
422738,2024-03-02,POINT (29.4647612480018 -98.5467576914209),0.0,0.0,0,75.0,51.0,62.4,24.0,0.0,0.0,0,72.1,45.8,57.9,26.3,0.05,0.0,0,69.8,50.1,59.4,19.7,0.72,0.0,0,71.2,49.2,59.9,22.0
411685,2022-05-24,POINT (29.4595476263529 -98.6525597563245),0.07,0.0,0,96.3,71.5,81.6,24.8,0.0,0.0,0,96.3,71.0,81.9,25.2,0.8,0.0,0,94.4,72.9,81.1,21.5,0.74,0.0,0,85.1,67.5,73.7,17.6
406787,2024-02-14,POINT (29.4205872211957 -98.6307813452374),0.05,0.0,0,71.7,51.1,60.3,20.6,0.62,0.0,0,70.7,47.0,58.1,23.7,2.68,0.0,0,67.1,45.3,55.7,21.8,1.94,0.0,2,55.6,35.6,43.9,20.0
846125,2022-05-09,POINT (29.6319219704193 -98.4811923619473),0.93,0.0,0,92.8,71.9,80.1,21.0,1.55,0.0,0,84.2,66.3,73.0,17.9,0.19,0.0,0,84.8,68.2,74.4,16.6,0.59,0.0,0,88.5,67.1,75.9,21.3
400400,2023-12-21,POINT (29.3290770323353 -98.5308798328989),0.34,0.0,0,70.3,46.0,56.1,24.3,0.12,0.0,1,69.8,45.1,57.3,24.7,0.44,0.0,0,73.6,46.9,58.9,26.7,0.21,0.0,0,61.1,45.9,52.9,15.2
312649,2022-09-08,POINT (29.4445487915599 -98.481690472516),0.31,0.0,0,92.4,73.4,81.1,19.0,0.21,0.0,0,95.0,75.5,83.6,19.6,0.38,0.0,0,95.5,75.5,83.9,20.0,0.49,0.0,0,95.3,74.5,84.3,20.9
412766,2023-03-17,POINT (29.4837292297792 -98.5833382126743),0.02,0.0,0,79.1,57.1,67.7,22.0,0.14,0.0,0,82.8,56.8,69.0,26.0,0.06,0.0,0,79.5,56.8,68.0,22.7,0.01,0.0,0,74.5,51.0,61.4,23.5
410537,2023-07-16,POINT (29.5110734267304 -98.6623349985543),0.0,0.0,0,104.2,78.2,89.4,26.0,0.26,0.0,0,95.7,76.9,85.0,18.9,0.0,0.0,0,101.4,76.5,88.6,24.9,0.26,0.0,0,99.1,77.0,88.0,22.1
406581,2022-05-18,POINT (29.4109957841097 -98.5996439676384),0.0,0.0,0,96.9,70.2,81.9,26.7,0.8,0.0,0,95.7,73.6,82.0,22.1,0.52,0.0,0,86.6,69.4,75.9,17.2,0.48,0.0,0,84.3,67.2,73.4,17.0
203140,2024-01-26,POINT (29.4531994543064 -98.5534811256701),5.28,0.0,1,56.5,42.9,49.6,13.6,0.07,0.0,6,53.6,25.0,38.4,28.5,0.54,0.0,1,68.6,37.2,52.4,31.3,0.85,0.0,1,61.0,38.8,49.9,22.2
417345,2023-01-21,POINT (29.5422632140273 -98.5429723610571),0.01,0.0,1,73.1,45.2,60.3,28.0,0.01,0.0,0,73.2,48.9,61.4,24.4,0.02,0.0,0,78.5,47.2,63.1,31.2,0.03,0.0,4,62.6,32.7,47.1,29.9
418768,2022-04-25,POINT (29.4691532931726 -98.5242844622623),0.14,0.0,0,85.2,68.9,74.4,16.4,0.14,0.0,0,89.4,68.5,75.9,21.0,0.03,0.0,0,86.5,55.6,71.1,30.9,0.08,0.0,0,85.4,56.2,71.0,29.2
845210,2024-03-28,POINT (29.4996765915337 -98.3754844172094),0.4,0.0,0,75.9,53.8,64.1,22.0,0.69,0.0,0,71.0,58.4,64.9,12.6,0.11,0.0,0,75.0,53.0,64.9,22.0,0.03,0.0,0,75.3,53.3,63.9,22.0
845161,2023-01-21,POINT (29.6245677918726 -98.49470670894),0.01,0.0,1,72.7,45.8,60.3,26.9,0.01,0.0,0,73.0,49.2,61.4,23.8,0.02,0.0,0,78.8,47.2,63.1,31.6,0.02,0.0,4,62.8,33.2,47.1,29.5
8483539,2023-04-08,POINT (29.5292418469627 -98.5082316081845),1.3,0.0,0,78.7,59.3,70.3,19.4,0.14,0.0,0,78.7,57.6,68.4,21.1,0.82,0.0,0,69.9,53.2,60.9,16.6,0.47,0.0,0,76.1,54.6,65.7,21.5
206984,2022-05-24,POINT (29.4826143214333 -98.5382334224831),0.29,0.0,0,96.3,71.5,81.6,24.8,0.0,0.0,0,96.3,71.0,81.9,25.2,0.76,0.0,0,94.4,72.9,81.1,21.5,0.83,0.0,0,84.5,66.9,73.7,17.6
306058,2022-04-12,POINT (29.5532821277843 -98.3927581061426),0.09,0.0,0,86.2,56.2,71.3,30.0,0.09,0.0,0,85.5,58.5,71.3,27.0,0.14,0.0,0,83.0,46.6,65.1,36.4,0.07,0.0,0,81.4,48.0,64.7,33.4
