CASEID,WEEK1PRCP,WEEK1SNOW,WEEK1TFRZ,WEEK1TMAX,WEEK1TMIN,WEEK1TAVG,WEEK1TDIF,WEEK2PRCP,WEEK2SNOW,WEEK2TFRZ,WEEK2TMAX,WEEK2TMIN,WEEK2TAVG,WEEK2TDIF,WEEK3PRCP,WEEK3SNOW,WEEK3TFRZ,WEEK3TMAX,WEEK3TMIN,WEEK3TAVG,WEEK3TDIF,WEEK4PRCP,WEEK4SNOW,WEEK4TFRZ,WEEK4TMAX,WEEK4TMIN,WEEK4TAVG,WEEK4TDIF
1015229319,0.18,0.0,3,64.1,38.8,51.7,25.4,0.35,0.0,0,57.4,45.7,51.6,11.7,0.26,0.0,1,70.8,45.0,57.3,25.8,1.1,0.0,0,52.3,38.6,45.0,13.7
1015229435,0.28,0.0,3,64.0,38.7,51.7,25.3,0.34,0.0,0,57.8,45.3,51.6,12.5,0.01,0.0,0,70.6,45.0,57.3,25.6,1.02,0.0,0,52.5,38.6,45.0,14.0
1015229439,0.17,0.0,3,64.0,38.7,51.7,25.2,0.39,0.0,0,57.1,45.5,51.6,11.6,0.26,0.0,1,70.8,45.0,57.3,25.8,1.38,0.0,0,52.6,38.2,45.0,14.4
1015229499,0.27,0.0,3,63.8,38.6,51.7,25.1,0.38,0.0,0,57.5,45.1,51.6,12.4,0.01,0.0,0,70.6,45.0,57.3,25.6,1.17,0.0,0,52.4,38.6,45.0,13.9
1015229617,0.15,0.0,3,64.0,38.7,51.7,25.2,0.48,0.0,0,57.1,45.5,51.6,11.6,0.23,0.0,1,70.7,45.1,57.3,25.6,1.05,0.0,0,52.6,38.2,45.0,14.4
1015229746,0.25,0.0,3,63.6,38.1,51.7,25.5,0.32,0.0,0,57.4,45.7,51.6,11.7,0.0,0.0,0,70.6,45.0,57.3,25.6,1.42,0.0,0,52.6,38.8,45.0,13.8
1015229866,0.21,0.0,3,63.2,37.9,51.7,25.3,0.51,0.0,0,57.4,45.7,51.6,11.7,0.23,0.0,1,70.8,45.2,57.3,25.6,1.38,0.0,0,52.4,38.7,45.0,13.7
1015229871,0.27,0.0,3,63.6,38.1,51.7,25.5,0.43,0.0,0,57.8,46.0,51.6,11.8,0.04,0.0,0,70.1,44.7,57.3,25.4,1.49,0.0,0,52.3,38.9,45.0,13.5
1015229884,0.17,0.0,3,63.6,38.1,51.7,25.5,0.51,0.0,0,57.4,45.7,51.6,11.7,0.0,0.0,1,70.3,44.9,57.3,25.5,1.64,0.0,0,52.3,38.6,45.0,13.7
1015230100,0.24,0.0,3,63.8,38.2,51.7,25.6,0.41,0.0,0,57.4,45.7,51.6,11.7,0.0,0.0,0,70.7,45.4,57.3,25.3,1.52,0.0,0,52.4,38.9,45.0,13.5
1015230151,0.19,0.0,3,63.7,38.3,51.7,25.3,0.5,0.0,0,57.4,45.7,51.6,11.7,0.23,0.0,0,70.8,45.4,57.3,25.4,1.2,0.0,0,52.4,38.7,45.0,13.7
1015230212,0.19,0.0,3,63.8,38.2,51.7,25.6,0.56,0.0,0,57.4,45.7,51.6,11.7,0.03,0.0,0,70.5,45.4,57.3,25.1,1.38,0.0,0,52.4,38.9,45.0,13.5
1015230275,0.15,0.0,3,63.5,38.7,51.7,24.8,0.48,0.0,0,57.4,45.7,51.6,11.7,0.23,0.0,0,70.8,45.4,57.3,25.4,1.42,0.0,0,52.4,38.7,45.0,13.7
1015230322,0.18,0.0,3,63.8,38.2,51.7,25.6,0.55,0.0,0,57.4,45.7,51.6,11.7,0.0,0.0,0,70.5,45.4,57.3,25.1,1.73,0.0,0,52.4,38.9,45.0,13.5
1015230336,0.18,0.0,3,63.7,38.6,51.7,25.0,0.48,0.0,0,57.1,45.9,51.6,11.3,0.26,0.0,0,70.8,45.4,57.3,25.4,1.43,0.0,0,52.8,38.5,45.0,14.3
1015230338,0.17,0.0,3,63.6,38.0,51.7,25.5,0.41,0.0,0,57.1,45.3,51.6,11.9,0.01,0.0,0,70.5,45.2,57.3,25.3,1.6,0.0,0,52.6,38.8,45.0,13.8
1015230592,0.17,0.0,3,64.1,36.2,50.7,27.9,0.47,0.0,0,59.1,46.6,52.0,12.5,0.04,0.0,0,69.7,48.2,58.1,21.5,1.06,0.0,0,53.6,37.8,44.7,15.8
1015230597,0.15,0.0,3,64.1,36.2,50.7,27.9,0.45,0.0,0,59.1,46.6,52.0,12.5,0.01,0.0,0,69.7,48.2,58.1,21.5,1.39,0.0,0,54.0,38.0,44.7,16.0
1015230741,0.09,0.0,3,64.1,36.2,50.7,27.9,0.43,0.0,0,59.1,46.6,52.0,12.5,0.01,0.0,0,69.7,48.2,58.1,21.5,1.74,0.0,0,54.8,38.0,44.7,16.8
1015230921,0.11,0.0,3,64.1,36.2,50.7,27.9,0.53,0.0,0,59.1,46.6,52.0,12.5,0.01,0.0,0,69.7,48.2,58.1,21.5,1.27,0.0,0,55.0,38.7,44.7,16.3
1015230965,0.14,0.0,3,64.1,36.2,50.7,27.9,0.44,0.0,0,59.1,46.6,52.0,12.5,0.23,0.0,0,69.7,48.2,58.1,21.5,1.8,0.0,0,55.0,37.9,44.7,17.2
1015231117,0.14,0.0,3,64.1,36.2,50.7,27.9,0.61,0.0,0,58.9,46.4,52.0,12.5,0.04,0.0,0,69.7,47.9,58.1,21.8,0.98,0.0,0,54.5,38.1,44.7,16.4
1015231149,0.09,0.0,3,64.1,36.2,50.7,27.9,0.43,0.0,0,59.1,46.6,52.0,12.5,0.01,0.0,0,69.7,48.2,58.1,21.5,1.34,0.0,0,54.6,37.9,44.7,16.8
1015231164,0.17,0.0,3,64.1,36.2,50.7,27.9,0.51,0.0,0,58.9,46.4,52.0,12.5,0.01,0.0,0,69.7,47.9,58.1,21.8,0.9,0.0,0,54.8,38.0,44.7,16.8
1015231396,0.11,0.0,3,64.1,36.2,50.7,27.9,0.44,0.0,0,59.1,46.6,52.0,12.5,0.01,0.0,0,69.7,48.2,58.1,21.5,1.56,0.0,0,54.9,37.8,44.7,17.1
1015231434,0.14,0.0,3,64.1,36.2,50.7,27.9,0.67,0.0,0,58.9,46.4,52.0,12.5,0.04,0.0,0,69.7,47.9,58.1,21.8,0.93,0.0,0,55.2,38.3,44.7,16.9
1015231492,0.09,0.0,3,64.1,36.2,50.7,27.9,0.42,0.0,0,59.1,46.6,52.0,12.5,0.24,0.0,0,69.7,48.2,58.1,21.5,0.98,0.0,0,55.0,37.9,44.7,17.1
1015231564,0.1,0.0,3,64.1,36.2,50.7,27.9,0.55,0.0,0,58.7,46.3,52.0,12.4,0.01,0.0,0,69.2,47.8,58.1,21.4,1.34,0.0,0,54.9,38.0,44.7,17.0
1015231619,0.09,0.0,3,64.1,36.2,50.7,27.9,0.48,0.0,0,58.7,46.3,52.0,12.4,0.24,0.0,0,69.2,48.1,58.1,21.1,1.16,0.0,0,54.4,38.0,44.7,16.4
1015231622,0.12,0.0,3,64.1,36.2,50.7,27.9,0.61,0.0,0,59.1,45.7,52.0,13.4,0.01,0.0,0,69.7,47.9,58.1,21.8,0.92,0.0,0,54.6,38.2,44.7,16.4
1015231850,0.16,0.0,3,64.1,36.6,50.3,27.5,0.2,0.0,0,59.3,45.9,51.7,13.4,0.45,0.0,0,68.1,50.3,59.1,17.9,0.89,0.0,0,58.0,36.9,45.6,21.0
1015231938,0.19,0.0,3,64.1,36.6,50.3,27.5,0.13,0.0,0,59.3,45.9,51.7,13.4,0.59,0.0,0,68.1,50.3,59.1,17.9,1.13,0.0,0,57.2,36.6,45.6,20.5
1015232115,0.21,0.0,3,64.1,36.6,50.3,27.5,0.14,0.0,0,59.3,45.9,51.7,13.4,0.77,0.0,0,68.1,50.3,59.1,17.9,1.11,0.0,0,59.0,36.4,45.6,22.6
1015232179,0.21,0.0,3,64.1,36.6,50.3,27.5,0.12,0.0,0,59.3,45.9,51.7,13.4,0.54,0.0,0,68.1,50.3,59.1,17.9,1.17,0.0,0,57.8,36.8,45.6,21.0
1015232193,0.14,0.0,3,64.1,36.6,50.3,27.5,0.12,0.0,0,59.4,45.7,51.7,13.8,0.56,0.0,0,68.1,50.0,59.1,18.1,1.21,0.0,0,57.4,36.6,45.6,20.8
1015232194,0.22,0.0,3,64.1,36.6,50.3,27.5,0.08,0.0,0,59.3,45.9,51.7,13.4,0.44,0.0,0,68.1,50.2,59.1,17.9,0.92,0.0,0,57.2,36.5,45.6,20.7
1015232197,0.14,0.0,3,64.1,36.6,50.3,27.5,0.1,0.0,0,59.4,45.7,51.7,13.8,0.8,0.0,0,68.1,50.0,59.1,18.1,1.31,0.0,0,57.5,36.7,45.6,20.8
1015232232,0.22,0.0,3,64.1,36.6,50.3,27.5,0.07,0.0,0,59.3,45.9,51.7,13.4,0.44,0.0,0,68.1,50.2,59.1,17.9,1.22,0.0,0,58.1,36.9,45.6,21.2
1015232316,0.17,0.0,3,64.1,36.6,50.3,27.5,0.11,0.0,0,59.3,45.9,51.7,13.4,0.96,0.0,0,68.1,50.0,59.1,18.1,1.23,0.0,0,58.0,36.7,45.6,21.3
1015232333,0.11,0.0,3,63.4,36.4,50.3,27.0,0.12,0.0,0,59.1,45.7,51.7,13.4,0.39,0.0,0,67.7,49.3,59.1,18.3,1.06,0.0,1,58.2,36.6,45.6,21.5
1015232363,0.21,0.0,3,63.4,36.4,50.3,27.0,0.09,0.0,0,59.2,45.5,51.7,13.8,0.65,0.0,0,67.6,49.4,59.1,18.1,0.85,0.0,1,57.2,36.3,45.6,20.9
1015232649,1.04,0.0,2,65.3,38.2,51.9,27.1,0.27,0.0,1,59.2,45.0,51.3,14.2,0.37,0.0,0,65.8,49.8,58.1,16.0,0.79,0.0,0,61.5,37.0,47.4,24.5
1015232659,0.87,0.0,2,65.3,38.2,51.9,27.1,0.21,0.0,1,59.2,45.0,51.3,14.2,0.31,0.0,0,65.8,49.8,58.1,16.0,0.95,0.0,0,62.8,36.7,47.4,26.1
1015232742,0.74,0.0,2,65.3,38.2,51.9,27.1,0.21,0.0,1,59.2,45.0,51.3,14.2,0.44,0.0,0,65.8,49.8,58.1,16.0,1.43,0.0,0,62.4,37.2,47.4,25.2
1015232747,0.97,0.0,2,65.3,38.2,51.9,27.1,0.2,0.0,1,59.2,45.0,51.3,14.2,0.2,0.0,0,65.8,49.8,58.1,16.0,1.06,0.0,0,61.7,36.8,47.4,24.9
1015232760,0.71,0.0,2,65.3,38.2,51.9,27.1,0.23,0.0,1,59.3,45.0,51.3,14.4,0.3,0.0,0,65.8,49.8,58.1,16.0,1.26,0.0,0,59.5,37.0,47.4,22.5
1015232770,0.97,0.0,2,65.3,38.2,51.9,27.1,0.23,0.0,1,59.2,45.0,51.3,14.2,0.44,0.0,0,65.8,49.8,58.1,16.0,1.27,0.0,0,62.1,36.7,47.4,25.4
1015232801,0.71,0.0,2,65.3,38.2,51.9,27.1,0.24,0.0,1,59.3,45.0,51.3,14.4,0.32,0.0,0,65.3,49.8,58.1,15.5,1.29,0.0,0,61.2,36.8,47.4,24.5
1015232872,0.89,0.0,2,65.3,38.2,51.9,27.1,0.17,0.0,1,59.2,45.0,51.3,14.2,0.36,0.0,0,65.8,49.8,58.1,16.0,1.41,0.0,0,61.8,36.8,47.4,25.0
1015232885,0.71,0.0,2,65.3,38.2,51.9,27.1,0.25,0.0,1,59.3,45.0,51.3,14.4,0.35,0.0,0,65.8,49.8,58.1,16.0,1.46,0.0,0,60.8,36.5,47.4,24.2
1015232910,0.78,0.0,2,65.3,38.2,51.9,27.1,0.17,0.0,1,59.1,45.0,51.3,14.1,0.45,0.0,0,65.8,49.8,58.1,16.0,1.19,0.0,0,62.1,36.8,47.4,25.3
1015233030,0.75,0.0,2,65.3,38.2,51.9,27.1,0.22,0.0,1,59.3,45.0,51.3,14.4,0.39,0.0,0,65.8,49.8,58.1,16.0,1.57,0.0,0,60.8,36.5,47.4,24.2
1015233070,0.93,0.0,2,65.3,38.2,51.9,27.1,0.15,0.0,1,59.6,44.9,51.3,14.7,0.4,0.0,0,65.8,49.8,58.1,16.0,1.35,0.0,0,62.1,36.7,47.4,25.5
1015233106,0.82,0.0,2,65.3,38.2,51.9,27.1,0.18,0.0,1,59.0,44.5,51.3,14.5,0.39,0.0,0,66.3,50.0,58.1,16.3,1.74,0.0,0,60.8,36.5,47.4,24.2
1015233148,0.95,0.0,2,65.3,38.2,51.9,27.1,0.14,0.0,1,59.6,44.9,51.3,14.7,0.28,0.0,0,65.8,49.8,58.1,16.0,1.07,0.0,0,62.1,36.7,47.4,25.5
1015233185,0.82,0.0,2,65.3,38.2,51.9,27.1,0.2,0.0,1,59.0,44.5,51.3,14.5,0.62,0.0,0,66.3,50.0,58.1,16.3,1.65,0.0,0,60.8,36.5,47.4,24.2
1015233227,0.95,0.0,2,65.3,38.2,51.9,27.1,0.12,0.0,1,59.6,44.9,51.3,14.7,0.28,0.0,0,65.8,49.8,58.1,16.0,1.2,0.0,0,62.1,36.7,47.4,25.5
1015233233,0.82,0.0,2,65.3,38.2,51.9,27.1,0.2,0.0,1,59.0,44.5,51.3,14.5,0.62,0.0,0,66.3,50.0,58.1,16.3,1.64,0.0,0,60.8,36.5,47.4,24.2
1015233452,0.92,0.0,2,65.3,38.2,51.9,27.1,0.12,0.0,1,59.6,44.9,51.3,14.7,0.24,0.0,0,65.8,49.8,58.1,16.0,1.18,0.0,0,62.1,36.7,47.4,25.5
1015233457,0.74,0.0,2,65.3,38.2,51.9,27.1,0.21,0.0,1,59.0,44.5,51.3,14.5,0.4,0.0,0,66.3,50.0,58.1,16.3,1.38,0.0,0,60.8,36.5,47.4,24.2
1015233580,0.73,0.0,2,65.3,38.2,51.9,27.1,0.11,0.0,1,59.6,44.9,51.3,14.7,0.28,0.0,0,65.8,49.8,58.1,16.0,0.96,0.0,0,62.1,36.7,47.4,25.5
1015233586,0.73,0.0,2,65.3,38.2,51.9,27.1,0.2,0.0,1,59.0,44.5,51.3,14.5,0.39,0.0,0,66.3,50.0,58.1,16.3,1.53,0.0,0,60.8,36.5,47.4,24.2
1015233589,0.97,0.0,2,65.3,38.2,51.9,27.1,0.12,0.0,1,59.6,44.9,51.3,14.7,0.42,0.0,0,65.8,49.8,58.1,16.0,0.99,0.0,0,62.1,36.7,47.4,25.5
1015233594,0.71,0.0,2,65.3,38.2,51.9,27.1,0.2,0.0,1,59.0,44.5,51.3,14.5,0.62,0.0,0,66.3,50.0,58.1,16.3,1.53,0.0,0,60.8,36.5,47.4,24.2
1015233598,1.0,0.0,2,65.3,38.2,51.9,27.1,0.12,0.0,1,59.6,44.9,51.3,14.7,0.42,0.0,0,65.8,49.8,58.1,16.0,0.92,0.0,0,62.1,36.7,47.4,25.5
1015233694,0.73,0.0,2,65.3,38.2,51.9,27.1,0.2,0.0,1,59.0,44.5,51.3,14.5,0.39,0.0,0,66.3,50.0,58.1,16.3,1.53,0.0,0,60.8,36.5,47.4,24.2
1015233695,0.73,0.0,2,65.3,38.2,51.9,27.1,0.1,0.0,1,59.6,44.9,51.3,14.7,0.28,0.0,0,65.8,49.8,58.1,16.0,1.06,0.0,0,62.1,36.7,47.4,25.5
1015233774,0.73,0.0,2,65.3,38.2,51.9,27.1,0.2,0.0,1,59.0,44.5,51.3,14.5,0.52,0.0,0,66.3,50.0,58.1,16.3,1.47,0.0,0,60.8,36.5,47.4,24.2
1015233791,1.0,0.0,2,65.3,38.2,51.9,27.1,0.11,0.0,1,59.6,44.9,51.3,14.7,0.41,0.0,0,65.8,49.8,58.1,16.0,1.08,0.0,0,62.1,36.7,47.4,25.5
1015233819,0.72,0.0,2,65.3,38.2,51.9,27.1,0.24,0.0,1,59.0,44.5,51.3,14.5,0.52,0.0,0,66.3,50.0,58.1,16.3,1.16,0.0,0,60.8,36.5,47.4,24.2
1015233835,1.0,0.0,2,65.3,38.2,51.9,27.1,0.06,0.0,1,59.6,44.9,51.3,14.7,0.41,0.0,0,65.8,49.8,58.1,16.0,1.08,0.0,0,62.1,36.7,47.4,25.5
1015233838,0.71,0.0,2,65.3,38.2,51.9,27.1,0.22,0.0,1,59.0,44.5,51.3,14.5,0.52,0.0,0,66.3,50.0,58.1,16.3,1.39,0.0,0,60.8,36.5,47.4,24.2
1015233849,1.0,0.0,2,65.3,38.2,51.9,27.1,0.06,0.0,1,59.6,44.9,51.3,14.7,0.41,0.0,0,65.8,49.8,58.1,16.0,1.08,0.0,0,62.1,36.7,47.4,25.5
1015233871,0.7,0.0,2,65.3,38.2,51.9,27.1,0.23,0.0,1,59.0,44.5,51.3,14.5,0.52,0.0,0,66.3,50.0,58.1,16.3,1.22,0.0,0,60.8,36.5,47.4,24.2
1015233887,1.04,0.0,2,65.3,38.2,51.9,27.1,0.08,0.0,1,59.6,44.9,51.3,14.7,0.42,0.0,0,65.8,49.8,58.1,16.0,0.86,0.0,0,62.1,36.7,47.4,25.5
1015233888,0.7,0.0,2,65.3,38.2,51.9,27.1,0.23,0.0,1,59.0,44.5,51.3,14.5,0.57,0.0,0,66.3,50.0,58.1,16.3,1.38,0.0,0,60.8,36.5,47.4,24.2
1015233971,1.0,0.0,2,65.3,38.2,51.9,27.1,0.08,0.0,1,59.6,44.9,51.3,14.7,0.42,0.0,0,65.8,49.8,58.1,16.0,0.79,0.0,0,62.1,36.7,47.4,25.5
1015233974,0.71,0.0,2,65.3,38.2,51.9,27.1,0.23,0.0,1,59.0,44.5,51.3,14.5,0.57,0.0,0,66.3,50.0,58.1,16.3,1.63,0.0,0,60.8,36.5,47.4,24.2
1015234075,0.73,0.0,2,65.3,38.2,51.9,27.1,0.05,0.0,1,59.6,44.9,51.3,14.7,0.42,0.0,0,65.8,49.8,58.1,16.0,0.94,0.0,0,62.1,36.7,47.4,25.5
1015234095,0.74,0.0,2,65.3,38.2,51.9,27.1,0.23,0.0,1,59.0,44.5,51.3,14.5,0.57,0.0,0,66.3,50.0,58.1,16.3,1.22,0.0,0,60.8,36.5,47.4,24.2
1015234119,1.27,0.0,2,65.3,38.2,51.9,27.1,0.07,0.0,1,59.6,44.9,51.3,14.7,0.41,0.0,0,65.8,49.8,58.1,16.0,1.14,0.0,0,62.1,36.7,47.4,25.5
1015234133,0.74,0.0,2,65.3,38.2,51.9,27.1,0.23,0.0,1,59.0,44.5,51.3,14.5,0.57,0.0,0,66.3,50.0,58.1,16.3,1.22,0.0,0,60.8,36.5,47.4,24.2
1015234282,0.95,0.0,2,65.3,38.2,51.9,27.1,0.05,0.0,1,59.6,44.9,51.3,14.7,0.44,0.0,0,65.8,49.8,58.1,16.0,1.09,0.0,0,62.1,36.7,47.4,25.5
1015234296,0.74,0.0,2,65.3,38.2,51.9,27.1,0.23,0.0,1,59.0,44.5,51.3,14.5,0.57,0.0,0,66.3,50.0,58.1,16.3,1.29,0.0,0,60.8,36.5,47.4,24.2
1015234397,1.0,0.0,2,65.3,38.2,51.9,27.1,0.08,0.0,1,59.6,44.9,51.3,14.7,0.41,0.0,0,65.8,49.8,58.1,16.0,0.97,0.0,0,62.1,36.7,47.4,25.5
1015234436,0.74,0.0,2,65.3,38.2,51.9,27.1,0.22,0.0,1,59.0,44.5,51.3,14.5,0.57,0.0,0,66.3,50.0,58.1,16.3,1.16,0.0,0,60.8,36.5,47.4,24.2
1015234622,1.0,0.0,2,65.3,38.2,51.9,27.1,0.08,0.0,1,59.6,44.9,51.3,14.7,0.42,0.0,0,65.8,49.8,58.1,16.0,0.93,0.0,0,62.1,36.7,47.4,25.5
1015234758,0.65,0.0,2,65.3,38.2,51.9,27.1,0.23,0.0,1,59.0,44.5,51.3,14.5,0.57,0.0,0,66.3,50.0,58.1,16.3,1.62,0.0,0,60.8,36.5,47.4,24.2
1015234851,1.0,0.0,2,65.3,38.2,51.9,27.1,0.08,0.0,1,59.6,44.9,51.3,14.7,0.45,0.0,0,65.8,49.8,58.1,16.0,0.98,0.0,0,62.1,36.7,47.4,25.5
1015234897,0.65,0.0,2,65.3,38.2,51.9,27.1,0.23,0.0,1,59.0,44.5,51.3,14.5,0.57,0.0,0,66.3,50.0,58.1,16.3,1.35,0.0,0,60.8,36.5,47.4,24.2
1015234900,0.9,0.0,2,65.3,38.2,51.9,27.1,0.06,0.0,1,59.6,44.9,51.3,14.7,0.42,0.0,0,65.8,49.8,58.1,16.0,0.93,0.0,0,62.1,36.7,47.4,25.5
1015234918,0.91,0.0,2,65.3,38.2,51.9,27.1,0.23,0.0,1,59.0,44.5,51.3,14.5,0.57,0.0,0,66.3,50.0,58.1,16.3,1.29,0.0,0,60.8,36.5,47.4,24.2
1015234972,0.66,0.0,2,65.3,38.2,51.9,27.1,0.06,0.0,1,59.6,44.9,51.3,14.7,0.44,0.0,0,65.8,49.8,58.1,16.0,0.95,0.0,0,62.1,36.7,47.4,25.5
1015235050,0.65,0.0,2,65.3,38.2,51.9,27.1,0.22,0.0,1,59.0,44.5,51.3,14.5,0.57,0.0,0,66.3,50.0,58.1,16.3,1.47,0.0,0,60.8,36.5,47.4,24.2
1015235133,1.0,0.0,2,65.3,38.2,51.9,27.1,0.07,0.0,1,59.6,44.9,51.3,14.7,0.44,0.0,0,65.8,49.8,58.1,16.0,1.05,0.0,0,62.1,36.7,47.4,25.5
1015235186,0.65,0.0,2,65.3,38.2,51.9,27.1,0.22,0.0,1,59.0,44.5,51.3,14.5,0.57,0.0,0,66.3,50.0,58.1,16.3,1.24,0.0,0,60.8,36.5,47.4,24.2
1015235204,0.9,0.0,2,65.3,38.2,51.9,27.1,0.06,0.0,1,59.6,44.9,51.3,14.7,0.44,0.0,0,65.8,49.8,58.1,16.0,0.99,0.0,0,62.1,36.7,47.4,25.5
1015235229,0.65,0.0,2,65.3,38.2,51.9,27.1,0.23,0.0,1,59.0,44.5,51.3,14.5,0.57,0.0,0,66.3,50.0,58.1,16.3,1.3,0.0,0,60.8,36.5,47.4,24.2
1015235324,1.0,0.0,2,65.3,38.2,51.9,27.1,0.07,0.0,1,59.6,44.9,51.3,14.7,0.44,0.0,0,65.8,49.8,58.1,16.0,1.17,0.0,0,62.1,36.7,47.4,25.5
1015235329,0.65,0.0,2,65.3,38.2,51.9,27.1,0.22,0.0,1,59.0,44.5,51.3,14.5,0.57,0.0,0,66.3,50.0,58.1,16.3,1.52,0.0,0,60.8,36.5,47.4,24.2
1015235333,1.0,0.0,2,65.3,38.2,51.9,27.1,0.08,0.0,1,59.6,44.9,51.3,14.7,0.44,0.0,0,65.8,49.8,58.1,16.0,1.14,0.0,0,62.1,36.7,47.4,25.5
1015235345,0.65,0.0,2,65.3,38.2,51.9,27.1,0.22,0.0,1,59.0,44.5,51.3,14.5,0.57,0.0,0,66.3,50.0,58.1,16.3,1.52,0.0,0,60.8,36.5,47.4,24.2
1015235359,1.0,0.0,2,65.3,38.2,51.9,27.1,0.06,0.0,1,59.6,44.9,51.3,14.7,0.41,0.0,0,65.8,49.8,58.1,16.0,1.08,0.0,0,62.1,36.7,47.4,25.5
1015235365,0.65,0.0,2,65.3,38.2,51.9,27.1,0.23,0.0,1,59.0,44.5,51.3,14.5,0.57,0.0,0,66.3,50.0,58.1,16.3,1.51,0.0,0,60.8,36.5,47.4,24.2
1015235378,1.0,0.0,2,65.3,38.2,51.9,27.1,0.06,0.0,1,59.6,44.9,51.3,14.7,0.44,0.0,0,65.8,49.8,58.1,16.0,0.86,0.0,0,62.1,36.7,47.4,25.5
1015235414,0.85,0.0,2,65.3,38.2,51.9,27.1,0.23,0.0,1,59.0,44.5,51.3,14.5,0.57,0.0,0,66.3,50.0,58.1,16.3,1.22,0.0,0,60.8,36.5,47.4,24.2
1015235459,1.0,0.0,2,65.3,38.2,51.9,27.1,0.06,0.0,1,59.6,44.9,51.3,14.7,0.45,0.0,0,65.8,49.8,58.1,16.0,0.85,0.0,0,62.1,36.7,47.4,25.5
1015235468,0.64,0.0,2,65.3,38.2,51.9,27.1,0.23,0.0,1,59.0,44.5,51.3,14.5,0.57,0.0,0,66.3,50.0,58.1,16.3,1.25,0.0,0,60.8,36.5,47.4,24.2
1015235581,0.97,0.0,2,65.3,38.2,51.9,27.1,0.06,0.0,1,59.6,44.9,51.3,14.7,0.44,0.0,0,65.8,49.8,58.1,16.0,1.15,0.0,0,62.1,36.7,47.4,25.5
1015235667,0.88,0.0,2,65.3,38.2,51.9,27.1,0.23,0.0,1,59.0,44.5,51.3,14.5,0.57,0.0,0,66.3,50.0,58.1,16.3,1.13,0.0,0,60.8,36.5,47.4,24.2
1015235778,1.0,0.0,2,65.3,38.2,51.9,27.1,0.08,0.0,1,59.6,44.9,51.3,14.7,0.44,0.0,0,65.8,49.8,58.1,16.0,0.96,0.0,0,62.1,36.7,47.4,25.5
1015235908,0.64,0.0,2,65.3,38.2,51.9,27.1,0.23,0.0,1,59.0,44.5,51.3,14.5,0.57,0.0,0,66.3,50.0,58.1,16.3,1.23,0.0,0,60.8,36.5,47.4,24.2
1015235987,1.0,0.0,2,65.3,38.2,51.9,27.1,0.08,0.0,1,59.6,44.9,51.3,14.7,0.45,0.0,0,65.8,49.8,58.1,16.0,0.85,0.0,0,62.1,36.7,47.4,25.5
1015235988,0.64,0.0,2,65.3,38.2,51.9,27.1,0.23,0.0,1,59.0,44.5,51.3,14.5,0.57,0.0,0,66.3,50.0,58.1,16.3,1.43,0.0,0,60.8,36.5,47.4,24.2
1015236115,1.02,0.0,1,65.9,39.7,52.7,26.2,0.25,0.0,2,62.1,44.0,51.9,18.1,0.37,0.0,0,61.9,47.3,54.7,14.5,0.84,0.0,0,64.7,39.3,50.3,25.5
1015236116,0.87,0.0,1,65.9,39.7,52.7,26.2,0.21,0.0,2,62.1,44.0,51.9,18.1,0.7,0.0,0,61.9,47.3,54.7,14.5,0.75,0.0,0,64.5,39.3,50.3,25.2
1015236118,0.87,0.0,1,65.9,39.7,52.7,26.2,0.11,0.0,2,62.1,44.0,51.9,18.1,0.5,0.0,0,61.9,47.3,54.7,14.5,0.92,0.0,0,64.6,38.9,50.3,25.7
1015236122,0.87,0.0,1,65.9,39.7,52.7,26.2,0.12,0.0,2,62.1,44.0,51.9,18.1,0.65,0.0,0,61.9,47.3,54.7,14.5,0.73,0.0,0,64.1,38.4,50.3,25.6
1015236131,0.74,0.0,1,65.9,39.7,52.7,26.2,0.13,0.0,2,62.1,44.0,51.9,18.1,0.5,0.0,0,61.9,47.3,54.7,14.5,0.5,0.0,0,64.6,38.7,50.3,25.9
1015236277,0.73,0.0,1,65.9,39.7,52.7,26.2,0.14,0.0,2,62.1,44.0,51.9,18.1,0.36,0.0,0,61.9,47.3,54.7,14.5,1.01,0.0,0,63.9,38.5,50.3,25.3
1015236302,0.74,0.0,1,65.9,39.7,52.7,26.2,0.1,0.0,2,62.1,44.0,51.9,18.1,0.36,0.0,0,61.9,47.3,54.7,14.5,0.68,0.0,0,64.6,38.7,50.3,25.9
1015236308,0.87,0.0,1,65.9,39.7,52.7,26.2,0.12,0.0,2,62.1,44.0,51.9,18.1,0.45,0.0,0,61.9,47.3,54.7,14.5,0.87,0.0,0,63.9,38.6,50.3,25.3
1015236338,0.74,0.0,1,65.9,39.7,52.7,26.2,0.11,0.0,2,62.1,44.0,51.9,18.1,0.46,0.0,0,61.9,47.3,54.7,14.5,0.74,0.0,0,64.6,38.7,50.3,25.9
1015236387,0.89,0.0,1,65.9,39.7,52.7,26.2,0.12,0.0,2,62.1,44.0,51.9,18.1,0.45,0.0,0,61.9,47.3,54.7,14.5,0.55,0.0,0,63.9,38.6,50.3,25.3
1015236404,0.72,0.0,1,65.9,39.7,52.7,26.2,0.12,0.0,2,62.1,44.0,51.9,18.1,0.39,0.0,0,61.9,47.3,54.7,14.5,0.7,0.0,0,64.6,38.7,50.3,25.9
